thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
19,0,19,[np.float64(0.16435185185185186)],[np.float64(-0.3159722222222222)],[1],[0],[0],[1.660712799988687],['Target'],19,0,19,0,33.41105949995108,,5,33.40142899984494,33.41105949995108,33.41105949995108,0.01809899997897446,35.06227259989828,[np.float64(0.16435185185185186)],[np.float64(-0.3159722222222222)],[1],[0],[0],[1.660712799988687],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
20,0,20,[np.float64(0.034722222222222224)],[np.float64(0.059027777777777776)],[1],[0],[0],[1.539398099994287],['Target'],20,0,20,0,35.084243199788034,,5,35.07857559993863,35.084243199788034,35.084243199788034,0.01605490013025701,36.618093699915335,[np.float64(0.034722222222222224)],[np.float64(0.059027777777777776)],[1],[0],[0],[1.539398099994287],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
21,0,21,[np.float64(-0.2847222222222222)],[np.float64(-0.39814814814814814)],[1],[0],[0],[1.7999179000034928],['Target'],21,0,21,0,36.657348999986425,,10,36.649158199783415,36.657348999986425,36.657348999986425,0.030857499921694398,38.449181200005114,[np.float64(-0.2847222222222222)],[np.float64(-0.39814814814814814)],[1],[0],[0],[1.7999179000034928],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
22,0,22,[np.float64(0.04398148148148148)],[np.float64(0.41782407407407407)],[1],[0],[0],[1.7187435999512672],['Target'],22,0,22,0,38.475286199944094,,5,38.46830939990468,38.475286199944094,38.475286199944094,0.018895599991083145,40.187168799806386,[np.float64(0.04398148148148148)],[np.float64(0.41782407407407407)],[1],[0],[0],[1.7187435999512672],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
23,0,23,[np.float64(-0.2743055555555556)],[np.float64(0.4050925925925926)],[1],[0],[0],[1.5125052998773754],['Target'],23,0,23,0,40.221356799826026,,10,40.21269999979995,40.221356799826026,40.221356799826026,0.02532710018567741,41.72532399999909,[np.float64(-0.2743055555555556)],[np.float64(0.4050925925925926)],[1],[0],[0],[1.5125052998773754],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
24,0,24,[np.float64(-0.005787037037037037)],[np.float64(0.2199074074074074)],[1],[0],[0],[1.5243385001085699],['Target'],24,0,24,0,41.757954199798405,,10,41.74965879996307,41.757954199798405,41.757954199798405,0.024086599936708808,43.27410769998096,[np.float64(-0.005787037037037037)],[np.float64(0.2199074074074074)],[1],[0],[0],[1.5243385001085699],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
25,0,25,[np.float64(-0.45601851851851855)],[np.float64(-0.061342592592592594)],[1],[0],[0],[1.7166365999728441],['Target'],25,0,25,0,43.305307699833065,,10,43.295858699828386,43.305307699833065,43.305307699833065,0.021534699946641922,45.012615399900824,[np.float64(-0.45601851851851855)],[np.float64(-0.061342592592592594)],[1],[0],[0],[1.7166365999728441],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
26,0,26,[np.float64(0.37962962962962965)],[np.float64(-0.29050925925925924)],[1],[0],[0],[1.5759036000818014],['Target'],26,0,26,0,45.03167309984565,,5,45.02591049997136,45.03167309984565,45.03167309984565,0.013031400041654706,46.60194209986366,[np.float64(0.37962962962962965)],[np.float64(-0.29050925925925924)],[1],[0],[0],[1.5759036000818014],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
27,0,27,[np.float64(0.47800925925925924)],[np.float64(0.1423611111111111)],[1],[0],[0],[1.6489475001581013],['Target'],27,0,27,0,46.63145639980212,,10,46.62387459981255,46.63145639980212,46.63145639980212,0.021720999851822853,48.27293539978564,[np.float64(0.47800925925925924)],[np.float64(0.1423611111111111)],[1],[0],[0],[1.6489475001581013],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
28,0,28,[np.float64(-0.3472222222222222)],[np.float64(-0.02546296296296296)],[1],[0],[0],[2.7136864999774843],['Target'],28,0,28,0,48.30740589997731,,10,48.29555099993013,48.30740589997731,48.30740589997731,0.022399799898266792,51.009367199847475,[np.float64(-0.3472222222222222)],[np.float64(-0.02546296296296296)],[1],[0],[0],[2.7136864999774843],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
29,0,29,[np.float64(0.06712962962962964)],[np.float64(-0.35648148148148145)],[1],[0],[0],[1.5825082999654114],['Target'],29,0,29,0,51.040672099916264,,10,51.03194599994458,51.040672099916264,51.040672099916264,0.022312700049951673,52.614537899848074,[np.float64(0.06712962962962964)],[np.float64(-0.35648148148148145)],[1],[0],[0],[1.5825082999654114],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
30,0,30,[np.float64(-0.4513888888888889)],[np.float64(-0.26157407407407407)],[1],[0],[0],[1.5808025000151247],['Target'],30,0,30,0,52.637442299863324,,5,52.63108709990047,52.637442299863324,52.637442299863324,0.016380300046876073,54.21202320000157,[np.float64(-0.4513888888888889)],[np.float64(-0.26157407407407407)],[1],[0],[0],[1.5808025000151247],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
31,0,31,[np.float64(0.0798611111111111)],[np.float64(0.1099537037037037)],[1],[0],[0],[1.356736300047487],['Target'],31,0,31,0,54.245398900005966,,10,54.23713349993341,54.245398900005966,54.245398900005966,0.024882900062948465,55.593992799986154,[np.float64(0.0798611111111111)],[np.float64(0.1099537037037037)],[1],[0],[0],[1.356736300047487],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
32,0,32,[np.float64(0.0798611111111111)],[np.float64(0.1099537037037037)],[1],[0],[0],[0.2633901999797672],[None],32,0,32,0,55.61930929985829,,5,55.611959900008515,55.61930929985829,55.61930929985829,0.017736300127580762,55.87546809995547,[np.float64(0.0798611111111111)],[np.float64(0.1099537037037037)],[1],[0],[0],[0.2633901999797672],[None],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
33,0,33,[np.float64(0.19444444444444445)],[np.float64(-0.20717592592592593)],[1],[0],[0],[1.5994826999958605],['Target'],33,0,33,0,55.91517449985258,,10,55.90603919979185,55.91517449985258,55.91517449985258,0.030365000013262033,57.50564330001362,[np.float64(0.19444444444444445)],[np.float64(-0.20717592592592593)],[1],[0],[0],[1.5994826999958605],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
34,0,34,[np.float64(0.33796296296296297)],[np.float64(0.20601851851851852)],[1],[0],[0],[1.7678572000004351],['Target'],34,0,34,0,57.53479880001396,,5,57.526425399817526,57.53479880001396,57.53479880001396,0.020558200078085065,59.29436769988388,[np.float64(0.33796296296296297)],[np.float64(0.20601851851851852)],[1],[0],[0],[1.7678572000004351],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
35,0,35,[np.float64(0.28935185185185186)],[np.float64(-0.30324074074074076)],[1],[0],[0],[1.7580816000699997],['Target'],35,0,35,0,59.314210599986836,,5,59.30839239992201,59.314210599986836,59.314210599986836,0.013859100174158812,61.066603699931875,[np.float64(0.28935185185185186)],[np.float64(-0.30324074074074076)],[1],[0],[0],[1.7580816000699997],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
36,0,36,[np.float64(0.5011574074074074)],[np.float64(0.2662037037037037)],[1],[0],[0],[2.0317216999828815],['Target'],36,0,36,0,61.10574179980904,,10,61.09694909979589,61.10574179980904,61.10574179980904,0.030120600014925003,63.128793799784034,[np.float64(0.5011574074074074)],[np.float64(0.2662037037037037)],[1],[0],[0],[2.0317216999828815],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
37,0,37,[np.float64(-0.2326388888888889)],[np.float64(-0.2037037037037037)],[1],[0],[0],[2.4345329999923706],['Target'],37,0,37,0,63.15870309993625,,5,63.149814900010824,63.15870309993625,63.15870309993625,0.02081220014952123,65.58444489981048,[np.float64(-0.2326388888888889)],[np.float64(-0.2037037037037037)],[1],[0],[0],[2.4345329999923706],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
38,0,38,[np.float64(-0.2673611111111111)],[np.float64(-0.4513888888888889)],[1],[0],[0],[1.7960334999952465],['Target'],38,0,38,0,65.60997719992884,,5,65.60220969980583,65.60997719992884,65.60997719992884,0.017580199986696243,67.39835499995388,[np.float64(-0.2673611111111111)],[np.float64(-0.4513888888888889)],[1],[0],[0],[1.7960334999952465],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
39,0,39,[np.float64(0.30324074074074076)],[np.float64(-0.42939814814814814)],[1],[0],[0],[2.187903600046411],['Target'],39,0,39,0,67.42013889993541,,5,67.4145930998493,67.42013889993541,67.42013889993541,0.016048899851739407,69.60262539982796,[np.float64(0.30324074074074076)],[np.float64(-0.42939814814814814)],[1],[0],[0],[2.187903600046411],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
40,0,40,[np.float64(0.15162037037037038)],[np.float64(-0.13657407407407407)],[1],[0],[0],[2.0366276998538524],['Target'],40,0,40,0,69.64859059988521,,10,69.63576019997708,69.64859059988521,69.64859059988521,0.03292590007185936,71.67250019987114,[np.float64(0.15162037037037038)],[np.float64(-0.13657407407407407)],[1],[0],[0],[2.0366276998538524],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
41,0,41,[np.float64(-0.09027777777777778)],[np.float64(-0.2800925925925926)],[1],[0],[0],[2.7165348001290113],['Target'],41,0,41,0,71.72176929982379,,10,71.70914459996857,71.72176929982379,71.72176929982379,0.03641149983741343,74.42579439980909,[np.float64(-0.09027777777777778)],[np.float64(-0.2800925925925926)],[1],[0],[0],[2.7165348001290113],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
42,0,42,[np.float64(0.13773148148148148)],[np.float64(-0.3819444444444444)],[1],[0],[0],[3.310863899998367],['Target'],42,0,42,0,74.45872679981403,,10,74.45035149995238,74.45872679981403,74.45872679981403,0.02430430008098483,77.76134399999864,[np.float64(0.13773148148148148)],[np.float64(-0.3819444444444444)],[1],[0],[0],[3.310863899998367],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
43,0,43,[np.float64(0.3645833333333333)],[np.float64(0.21296296296296297)],[1],[0],[0],[3.2552583999931812],['Target'],43,0,43,0,77.78207869990729,,5,77.77619979996234,77.78207869990729,77.78207869990729,0.014598800102248788,81.03155989991501,[np.float64(0.3645833333333333)],[np.float64(0.21296296296296297)],[1],[0],[0],[3.2552583999931812],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
44,0,44,[np.float64(0.36342592592592593)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.8450366999022663],['Target'],44,0,44,0,81.05914069991559,,10,81.05091049987823,81.05914069991559,81.05914069991559,0.019184399861842394,82.89605739992112,[np.float64(0.36342592592592593)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.8450366999022663],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
45,0,45,[np.float64(-0.16898148148148148)],[np.float64(-0.21875)],[1],[0],[0],[2.4126252001151443],['Target'],45,0,45,0,82.92807729984634,,10,82.92023769998923,82.92807729984634,82.92807729984634,0.023950599832460284,85.33298720000312,[np.float64(-0.16898148148148148)],[np.float64(-0.21875)],[1],[0],[0],[2.4126252001151443],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
46,0,46,[np.float64(-0.3923611111111111)],[np.float64(-0.25925925925925924)],[1],[0],[0],[2.158622199902311],['Target'],46,0,46,0,85.36892409995198,,10,85.36080759996548,85.36892409995198,85.36892409995198,0.027592899976298213,87.51952749979682,[np.float64(-0.3923611111111111)],[np.float64(-0.25925925925925924)],[1],[0],[0],[2.158622199902311],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
47,0,47,[np.float64(0.07523148148148148)],[np.float64(0.22337962962962962)],[1],[0],[0],[2.202686799922958],['Target'],47,0,47,0,87.54645059979521,,5,87.53787979995832,87.54645059979521,87.54645059979521,0.0181513000279665,89.74070099997334,[np.float64(0.07523148148148148)],[np.float64(0.22337962962962962)],[1],[0],[0],[2.202686799922958],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
48,0,48,[np.float64(0.2511574074074074)],[np.float64(-0.2523148148148148)],[1],[0],[0],[2.5311123998835683],['Target'],48,0,48,0,89.79151889984496,,10,89.77982149994932,89.79151889984496,89.79151889984496,0.038873699959367514,92.31103569990955,[np.float64(0.2511574074074074)],[np.float64(-0.2523148148148148)],[1],[0],[0],[2.5311123998835683],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
49,0,49,[np.float64(0.046296296296296294)],[np.float64(-0.3298611111111111)],[1],[0],[0],[1.6099411000031978],['Target'],49,0,49,0,92.34015589999035,,10,92.3312319999095,92.34015589999035,92.34015589999035,0.019967200001701713,93.94129509991035,[np.float64(0.046296296296296294)],[np.float64(-0.3298611111111111)],[1],[0],[0],[1.6099411000031978],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
50,0,50,[np.float64(0.4699074074074074)],[np.float64(-0.24421296296296297)],[1],[0],[0],[1.6097860999871045],['Target'],50,0,50,0,93.9608903999906,,5,93.95442859991454,93.9608903999906,93.9608903999906,0.012891000136733055,95.56432749982923,[np.float64(0.4699074074074074)],[np.float64(-0.24421296296296297)],[1],[0],[0],[1.6097860999871045],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
51,0,51,[np.float64(0.28935185185185186)],[np.float64(0.034722222222222224)],[1],[0],[0],[1.4368121998850256],['Target'],51,0,51,0,95.59760079998523,,10,95.58918679994531,95.59760079998523,95.59760079998523,0.024674199987202883,97.02605469990522,[np.float64(0.28935185185185186)],[np.float64(0.034722222222222224)],[1],[0],[0],[1.4368121998850256],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
52,0,52,[np.float64(0.4236111111111111)],[np.float64(0.2488425925925926)],[1],[0],[0],[1.5899678999558091],['Target'],52,0,52,0,97.0512316999957,,10,97.04303479986265,97.0512316999957,97.0512316999957,0.016878499882295728,98.63311819988303,[np.float64(0.4236111111111111)],[np.float64(0.2488425925925926)],[1],[0],[0],[1.5899678999558091],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
53,0,53,[np.float64(-0.46412037037037035)],[np.float64(-0.2650462962962963)],[1],[0],[0],[1.9285154999233782],['Target'],53,0,53,0,98.67518389993347,,10,98.66034079995006,98.67518389993347,98.67518389993347,0.02700829994864762,100.58896699990146,[np.float64(-0.46412037037037035)],[np.float64(-0.2650462962962963)],[1],[0],[0],[1.9285154999233782],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
54,0,54,[np.float64(0.40046296296296297)],[np.float64(-0.4664351851851852)],[1],[0],[0],[1.9629005999304354],['Target'],54,0,54,0,100.61425189999864,,5,100.60522839985788,100.61425189999864,100.61425189999864,0.01604849984869361,102.56822959985584,[np.float64(0.40046296296296297)],[np.float64(-0.4664351851851852)],[1],[0],[0],[1.9629005999304354],['Target'],086801,001,2025-09-30_18h54.51.710,Visual search,,2025.1.1,117.3768160494109,2025-09-30 18h54.52.836497 +0530,
