thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.4861111111111111)],[np.float64(0.26851851851851855)],[1],[0],[0],[2.8526123000774533],['Target'],10,0,10,0,25.538200799841434,,10,25.52467169985175,25.538200799841434,25.538200799841434,0.03265240020118654,28.377385800005868,[np.float64(0.4861111111111111)],[np.float64(0.26851851851851855)],[1],[0],[0],[2.8526123000774533],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
11,0,11,[np.float64(0.4270833333333333)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.3181312000378966],['Target'],11,0,11,0,28.394688699860126,,5,28.38992700004019,28.394688699860126,28.394688699860126,0.012307099997997284,30.708189599914476,[np.float64(0.4270833333333333)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.3181312000378966],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
12,0,12,[np.float64(0.3229166666666667)],[np.float64(-0.4050925925925926)],[1],[0],[0],[1.3537030001170933],['Target'],12,0,12,0,30.731698699994013,,5,30.726528499973938,30.731698699994013,30.731698699994013,0.018126199953258038,32.080335799837485,[np.float64(0.3229166666666667)],[np.float64(-0.4050925925925926)],[1],[0],[0],[1.3537030001170933],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
13,0,13,[np.float64(0.03009259259259259)],[np.float64(-0.3541666666666667)],[1],[0],[0],[1.1581642001401633],['Target'],13,0,13,0,32.10021739988588,,5,32.09544329997152,32.10021739988588,32.10021739988588,0.014909999910742044,33.253729299874976,[np.float64(0.03009259259259259)],[np.float64(-0.3541666666666667)],[1],[0],[0],[1.1581642001401633],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
14,0,14,[np.float64(0.03587962962962963)],[np.float64(-0.31712962962962965)],[1],[0],[0],[1.0786711000837386],['Target'],14,0,14,0,33.299961999990046,,10,33.288386299973354,33.299961999990046,33.299961999990046,0.03446629992686212,34.367170199984685,[np.float64(0.03587962962962963)],[np.float64(-0.31712962962962965)],[1],[0],[0],[1.0786711000837386],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
15,0,15,[np.float64(0.39699074074074076)],[np.float64(-0.19212962962962962)],[1],[0],[0],[1.3487499998882413],['Target'],15,0,15,0,34.386916799936444,,5,34.381813399959356,34.386916799936444,34.386916799936444,0.014393399935215712,35.73062049993314,[np.float64(0.39699074074074076)],[np.float64(-0.19212962962962962)],[1],[0],[0],[1.3487499998882413],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
16,0,16,[np.float64(-0.3460648148148148)],[np.float64(-0.12731481481481483)],[1],[0],[0],[2.429093699902296],['Target'],16,0,16,0,35.75477280002087,,10,35.748136800015345,35.75477280002087,35.75477280002087,0.01741869980469346,38.177357599837705,[np.float64(-0.3460648148148148)],[np.float64(-0.12731481481481483)],[1],[0],[0],[2.429093699902296],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
17,0,17,[np.float64(-0.4930555555555556)],[np.float64(0.37037037037037035)],[1],[0],[0],[1.7685922998934984],['Target'],17,0,17,0,38.194208399858326,,5,38.189297899836674,38.194208399858326,38.194208399858326,0.011713100131601095,39.95798459998332,[np.float64(-0.4930555555555556)],[np.float64(0.37037037037037035)],[1],[0],[0],[1.7685922998934984],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
18,0,18,[np.float64(0.3599537037037037)],[np.float64(0.3761574074074074)],[1],[0],[0],[1.870293099898845],['Target'],18,0,18,0,39.99042779998854,,10,39.98341550002806,39.99042779998854,39.99042779998854,0.025268099969252944,41.853830199921504,[np.float64(0.3599537037037037)],[np.float64(0.3761574074074074)],[1],[0],[0],[1.870293099898845],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
19,0,19,[np.float64(-0.14583333333333334)],[np.float64(-0.3159722222222222)],[1],[0],[0],[1.8121865999419242],['Target'],19,0,19,0,41.899667399935424,,10,41.88834539987147,41.899667399935424,41.899667399935424,0.034298800164833665,43.70065349992365,[np.float64(-0.14583333333333334)],[np.float64(-0.3159722222222222)],[1],[0],[0],[1.8121865999419242],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
20,0,20,[np.float64(-0.3333333333333333)],[np.float64(-0.2673611111111111)],[1],[0],[0],[2.857294399989769],['Target'],20,0,20,0,43.729212099919096,,10,43.72154509997927,43.729212099919096,43.729212099919096,0.020634000189602375,46.578986699925736,[np.float64(-0.3333333333333333)],[np.float64(-0.2673611111111111)],[1],[0],[0],[2.857294399989769],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
21,0,21,[np.float64(-0.25)],[np.float64(0.01273148148148148)],[1],[0],[0],[1.874913200037554],['Target'],21,0,21,0,46.619788700016215,,10,46.60949719999917,46.619788700016215,46.619788700016215,0.030219299951568246,48.48455519997515,[np.float64(-0.25)],[np.float64(0.01273148148148148)],[1],[0],[0],[1.874913200037554],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
22,0,22,[np.float64(-0.2013888888888889)],[np.float64(0.2037037037037037)],[1],[0],[0],[2.1687695998698473],['Target'],22,0,22,0,48.51191350002773,,10,48.505004700040445,48.51191350002773,48.51191350002773,0.02023310004733503,50.67388279992156,[np.float64(-0.2013888888888889)],[np.float64(0.2037037037037037)],[1],[0],[0],[2.1687695998698473],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
23,0,23,[np.float64(-0.3159722222222222)],[np.float64(0.38310185185185186)],[1],[0],[0],[1.285838000010699],['Target'],23,0,23,0,50.69983479985967,,5,50.69231119984761,50.69983479985967,50.69983479985967,0.018209300003945827,51.97826240002178,[np.float64(-0.3159722222222222)],[np.float64(0.38310185185185186)],[1],[0],[0],[1.285838000010699],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
24,0,24,[np.float64(0.2847222222222222)],[np.float64(-0.03009259259259259)],[1],[0],[0],[1.8075894999783486],['Target'],24,0,24,0,52.01615439984016,,10,52.00932169985026,52.01615439984016,52.01615439984016,0.03085159999318421,53.81702159997076,[np.float64(0.2847222222222222)],[np.float64(-0.03009259259259259)],[1],[0],[0],[1.8075894999783486],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
25,0,25,[np.float64(0.33912037037037035)],[np.float64(0.046296296296296294)],[1],[0],[0],[1.0551858998369426],['Target'],25,0,25,0,53.85993280005641,,10,53.85233310004696,53.85993280005641,53.85993280005641,0.03508420009166002,54.90762609988451,[np.float64(0.33912037037037035)],[np.float64(0.046296296296296294)],[1],[0],[0],[1.0551858998369426],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
26,0,26,[np.float64(0.016203703703703703)],[np.float64(-0.1400462962962963)],[1],[0],[0],[1.4392693999689072],['Target'],26,0,26,0,54.947804800001904,,10,54.94023950002156,54.947804800001904,54.947804800001904,0.0323877998162061,56.37963859993033,[np.float64(0.016203703703703703)],[np.float64(-0.1400462962962963)],[1],[0],[0],[1.4392693999689072],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
27,0,27,[np.float64(-0.03935185185185185)],[np.float64(0.12152777777777778)],[1],[0],[0],[1.5725271999835968],['Target'],27,0,27,0,56.400974799878895,,5,56.3958699000068,56.400974799878895,56.400974799878895,0.015987100079655647,57.96849699993618,[np.float64(-0.03935185185185185)],[np.float64(0.12152777777777778)],[1],[0],[0],[1.5725271999835968],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
28,0,28,[np.float64(-0.08912037037037036)],[np.float64(0.1909722222222222)],[1],[0],[0],[1.076808299869299],['Target'],28,0,28,0,57.98476789984852,,5,57.97972529986873,57.98476789984852,57.98476789984852,0.011073400033637881,59.05663169990294,[np.float64(-0.08912037037037036)],[np.float64(0.1909722222222222)],[1],[0],[0],[1.076808299869299],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
29,0,29,[np.float64(0.1875)],[np.float64(0.2523148148148148)],[1],[0],[0],[1.7102852000389248],['Target'],29,0,29,0,59.08440289995633,,10,59.0765583999455,59.08440289995633,59.08440289995633,0.019762299954891205,60.78696559998207,[np.float64(0.1875)],[np.float64(0.2523148148148148)],[1],[0],[0],[1.7102852000389248],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
30,0,30,[np.float64(0.46064814814814814)],[np.float64(-0.09027777777777778)],[1],[0],[0],[1.6718806000426412],['Target'],30,0,30,0,60.827754199970514,,10,60.819677599938586,60.827754199970514,60.827754199970514,0.03247520001605153,62.49169009993784,[np.float64(0.46064814814814814)],[np.float64(-0.09027777777777778)],[1],[0],[0],[1.6718806000426412],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
31,0,31,[np.float64(-0.3460648148148148)],[np.float64(-0.38310185185185186)],[1],[0],[0],[2.8563044001348317],['Target'],31,0,31,0,62.51117439987138,,5,62.5062013999559,62.51117439987138,62.51117439987138,0.014233000110834837,65.36262909998186,[np.float64(-0.3460648148148148)],[np.float64(-0.38310185185185186)],[1],[0],[0],[2.8563044001348317],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
32,0,32,[np.float64(-0.12384259259259259)],[np.float64(0.28935185185185186)],[1],[0],[0],[2.141736699966714],['Target'],32,0,32,0,65.38130879984237,,5,65.37575719994493,65.38130879984237,65.38130879984237,0.012910000048577785,67.51760969986208,[np.float64(-0.12384259259259259)],[np.float64(0.28935185185185186)],[1],[0],[0],[2.141736699966714],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
33,0,33,[np.float64(0.07175925925925926)],[np.float64(0.03356481481481482)],[1],[0],[0],[2.317022299859673],['Target'],33,0,33,0,67.54460629983805,,10,67.53769119991921,67.54460629983805,67.54460629983805,0.01989019988104701,69.8547918999102,[np.float64(0.07175925925925926)],[np.float64(0.03356481481481482)],[1],[0],[0],[2.317022299859673],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
34,0,34,[np.float64(0.4409722222222222)],[np.float64(0.1388888888888889)],[1],[0],[0],[1.5717571000568569],['Target'],34,0,34,0,69.87809240003116,,5,69.87189639988355,69.87809240003116,69.87809240003116,0.01693770010024309,71.44375939993188,[np.float64(0.4409722222222222)],[np.float64(0.1388888888888889)],[1],[0],[0],[1.5717571000568569],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
35,0,35,[np.float64(0.43287037037037035)],[np.float64(-0.26157407407407407)],[1],[0],[0],[2.6398344000335783],['Target'],35,0,35,0,71.47388619999401,,10,71.46690110000782,71.47388619999401,71.47388619999401,0.02294999989680946,74.10682969982736,[np.float64(0.43287037037037035)],[np.float64(-0.26157407407407407)],[1],[0],[0],[2.6398344000335783],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
36,0,36,[np.float64(0.32407407407407407)],[np.float64(0.13194444444444445)],[1],[0],[0],[1.7262031000573188],['Target'],36,0,36,0,74.1226637000218,,5,74.11772079998627,74.1226637000218,74.1226637000218,0.010703400010243058,75.84400200005621,[np.float64(0.32407407407407407)],[np.float64(0.13194444444444445)],[1],[0],[0],[1.7262031000573188],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
37,0,37,[np.float64(-0.4351851851851852)],[np.float64(0.24305555555555555)],[1],[0],[0],[1.7387937000021338],['Target'],37,0,37,0,75.87458329997025,,10,75.86728789983317,75.87458329997025,75.87458329997025,0.023158299969509244,77.60615250002593,[np.float64(-0.4351851851851852)],[np.float64(0.24305555555555555)],[1],[0],[0],[1.7387937000021338],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
38,0,38,[np.float64(-0.10532407407407407)],[np.float64(-0.046296296296296294)],[1],[0],[0],[1.8545654998160899],['Target'],38,0,38,0,77.62167909997515,,5,77.61636390001513,77.62167909997515,77.62167909997515,0.010053100064396858,79.47104949993081,[np.float64(-0.10532407407407407)],[np.float64(-0.046296296296296294)],[1],[0],[0],[1.8545654998160899],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
39,0,39,[np.float64(-0.2777777777777778)],[np.float64(-0.4756944444444444)],[1],[0],[0],[1.6304852000903338],['Target'],39,0,39,0,79.49201479996555,,5,79.48688780004159,79.49201479996555,79.49201479996555,0.015631899936124682,81.11750249983743,[np.float64(-0.2777777777777778)],[np.float64(-0.4756944444444444)],[1],[0],[0],[1.6304852000903338],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
40,0,40,[np.float64(-0.019675925925925927)],[np.float64(-0.1736111111111111)],[1],[0],[0],[1.4150048999581486],['Target'],40,0,40,0,81.13876349991187,,5,81.13401359994896,81.13876349991187,81.13876349991187,0.016288400162011385,82.54913209984079,[np.float64(-0.019675925925925927)],[np.float64(-0.1736111111111111)],[1],[0],[0],[1.4150048999581486],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
41,0,41,[np.float64(-0.34375)],[np.float64(-0.02662037037037037)],[1],[0],[0],[1.5505617000162601],['Target'],41,0,41,0,82.57859879988246,,10,82.57145779998973,82.57859879988246,82.57859879988246,0.022102100076153874,84.12215029983781,[np.float64(-0.34375)],[np.float64(-0.02662037037037037)],[1],[0],[0],[1.5505617000162601],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
42,0,42,[np.float64(-0.4548611111111111)],[np.float64(-0.2037037037037037)],[1],[0],[0],[1.7866505000274628],['Target'],42,0,42,0,84.15392829990014,,10,84.14672690001316,84.15392829990014,84.15392829990014,0.02431569993495941,85.93344209995121,[np.float64(-0.4548611111111111)],[np.float64(-0.2037037037037037)],[1],[0],[0],[1.7866505000274628],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
43,0,43,[np.float64(-0.40162037037037035)],[np.float64(-0.27314814814814814)],[1],[0],[0],[1.3738697001244873],['Target'],43,0,43,0,85.95609460002743,,5,85.94985189987347,85.95609460002743,85.95609460002743,0.01628239988349378,87.32380679994822,[np.float64(-0.40162037037037035)],[np.float64(-0.27314814814814814)],[1],[0],[0],[1.3738697001244873],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
44,0,44,[np.float64(-0.4537037037037037)],[np.float64(-0.06712962962962964)],[1],[0],[0],[1.3278640999924392],['Target'],44,0,44,0,87.34035129984841,,5,87.33552489988506,87.34035129984841,87.34035129984841,0.01155070005916059,88.66350549994968,[np.float64(-0.4537037037037037)],[np.float64(-0.06712962962962964)],[1],[0],[0],[1.3278640999924392],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
45,0,45,[np.float64(-0.10532407407407407)],[np.float64(0.0023148148148148147)],[1],[0],[0],[2.0235233001876622],['Target'],45,0,45,0,88.68184009985998,,5,88.67698780004866,88.68184009985998,88.68184009985998,0.013272300129756331,90.70062949997373,[np.float64(-0.10532407407407407)],[np.float64(0.0023148148148148147)],[1],[0],[0],[2.0235233001876622],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
46,0,46,[np.float64(0.2662037037037037)],[np.float64(0.3275462962962963)],[1],[0],[0],[2.421327400021255],['Target'],46,0,46,0,90.72417369997129,,5,90.71834699995816,90.72417369997129,90.72417369997129,0.017515799961984158,93.13978470000438,[np.float64(0.2662037037037037)],[np.float64(0.3275462962962963)],[1],[0],[0],[2.421327400021255],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
47,0,47,[np.float64(0.11342592592592593)],[np.float64(0.3773148148148148)],[1],[0],[0],[1.3465458999853581],['Target'],47,0,47,0,93.16187989991158,,5,93.15685559995472,93.16187989991158,93.16187989991158,0.016867100028321147,94.50350799993612,[np.float64(0.11342592592592593)],[np.float64(0.3773148148148148)],[1],[0],[0],[1.3465458999853581],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
48,0,48,[np.float64(-0.35532407407407407)],[np.float64(0.2800925925925926)],[1],[0],[0],[1.5628933999687433],['Target'],48,0,48,0,94.54408579994924,,10,94.53595459996723,94.54408579994924,94.54408579994924,0.03226189990527928,96.09891920001246,[np.float64(-0.35532407407407407)],[np.float64(0.2800925925925926)],[1],[0],[0],[1.5628933999687433],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
49,0,49,[np.float64(0.1597222222222222)],[np.float64(-0.07175925925925926)],[1],[0],[0],[2.005533100105822],['Target'],49,0,49,0,96.12056829989888,,5,96.11537009989843,96.12056829989888,96.12056829989888,0.016286700032651424,98.12101690005511,[np.float64(0.1597222222222222)],[np.float64(-0.07175925925925926)],[1],[0],[0],[2.005533100105822],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
50,0,50,[np.float64(-0.35532407407407407)],[np.float64(0.4861111111111111)],[1],[0],[0],[2.3493449999950826],['Target'],50,0,50,0,98.14888109988533,,10,98.14192470000125,98.14888109988533,98.14888109988533,0.020691100042313337,100.49138779984787,[np.float64(-0.35532407407407407)],[np.float64(0.4861111111111111)],[1],[0],[0],[2.3493449999950826],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
51,0,51,[np.float64(0.4930555555555556)],[np.float64(0.33796296296296297)],[1],[0],[0],[3.381565500050783],['Target'],51,0,51,0,100.51210269983858,,5,100.5060515999794,100.51210269983858,100.51210269983858,0.014439099933952093,103.88773469999433,[np.float64(0.4930555555555556)],[np.float64(0.33796296296296297)],[1],[0],[0],[3.381565500050783],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
52,0,52,[np.float64(0.04398148148148148)],[np.float64(0.2523148148148148)],[1],[0],[0],[1.555623000022024],['Target'],52,0,52,0,103.9323618998751,,10,103.91965389996767,103.9323618998751,103.9323618998751,0.0317331999540329,105.47535449988209,[np.float64(0.04398148148148148)],[np.float64(0.2523148148148148)],[1],[0],[0],[1.555623000022024],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
53,0,53,[np.float64(0.46296296296296297)],[np.float64(0.17708333333333334)],[1],[0],[0],[1.4197392000351101],['Target'],53,0,53,0,105.50276469998062,,10,105.49484939989634,105.50276469998062,105.50276469998062,0.01931369979865849,106.91466969996691,[np.float64(0.46296296296296297)],[np.float64(0.17708333333333334)],[1],[0],[0],[1.4197392000351101],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
54,0,54,[np.float64(0.40162037037037035)],[np.float64(-0.1574074074074074)],[1],[0],[0],[1.9012142000719905],['Target'],54,0,54,0,106.95056439982727,,10,106.94356999988668,106.95056439982727,106.95056439982727,0.02873559994623065,108.84489779989235,[np.float64(0.40162037037037035)],[np.float64(-0.1574074074074074)],[1],[0],[0],[1.9012142000719905],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
55,0,55,[np.float64(0.2523148148148148)],[np.float64(0.09259259259259259)],[1],[0],[0],[2.2744827000424266],['Target'],55,0,55,0,108.86176140001044,,5,108.85681169992313,108.86176140001044,108.86176140001044,0.011687099933624268,111.13141250004992,[np.float64(0.2523148148148148)],[np.float64(0.09259259259259259)],[1],[0],[0],[2.2744827000424266],['Target'],819760,001,2025-09-30_19h01.27.735,Visual search,,2025.1.1,119.37661562505264,2025-09-30 19h01.28.846864 +0530,
