Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Light,Radiant,Dark,Radiant,Dark,opposite,Dark,38,38,0,right,0,3.6234375000931323,None,,,,,,,,,,,,0,38,38,37,,,,,237.9728393999394,,,,,,,,,237.96736959996633,237.9728393999394,237.9728393999394,237.9728393999394,238.4553617000347,238.4553617000347,238.4553617000347,238.4553617000347,238.46328100003302,241.6001892000204,right,0,3.6234375000931323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Curious,Inquisitive,Indifferent,Inquisitive,Indifferent,similar,Inquisitive,39,39,0,left,0,3.923035400104709,None,,,,,,,,,,,,0,39,39,49,,,,,241.62122730002739,,,,,,,,,241.61653719993774,241.62122730002739,241.62122730002739,241.62122730002739,242.10155819996726,242.10155819996726,242.10155819996726,242.10155819996726,242.11636460002046,245.55133599997498,left,0,3.923035400104709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Fear,Dread,Courage,Dread,Courage,similar,Dread,40,40,0,left,0,3.4144047000445426,None,,,,,,,,,,,,0,40,40,44,,,,,245.56470370001625,,,,,,,,,245.55975689995103,245.56470370001625,245.56470370001625,245.56470370001625,246.05058289994486,246.05058289994486,246.05058289994486,246.05058289994486,246.05837420001626,248.9870394000318,left,0,3.4144047000445426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,41,41,0,right,0,8.295698300004005,None,,,,,,,,,,,,0,41,41,18,,,,,249.0078940000385,,,,,,,,,249.00243220000993,249.0078940000385,249.0078940000385,249.0078940000385,249.47851779998746,249.47851779998746,249.47851779998746,249.47851779998746,249.50226219999604,257.3059292000253,right,0,8.295698300004005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Tired,Weary,Energetic,Weary,Energetic,opposite,Energetic,42,42,0,right,0,3.875961299985647,None,,,,,,,,,,,,0,42,42,16,,,,,257.32182830001693,,,,,,,,,257.31570699997246,257.32182830001693,257.32182830001693,257.32182830001693,257.8041559000267,257.8041559000267,257.8041559000267,257.8041559000267,257.82097879995126,261.20002069999464,right,0,3.875961299985647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,43,43,0,right,0,4.672984299948439,None,,,,,,,,,,,,0,43,43,4,,,,,261.2147635000292,,,,,,,,,261.20949379995,261.2147635000292,261.2147635000292,261.2147635000292,261.69737549999263,261.69737549999263,261.69737549999263,261.69737549999263,261.70568859996274,265.89079740003217,right,0,4.672984299948439,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Quiet,Tranquil,Loud,Tranquil,Loud,opposite,Loud,44,44,0,right,0,5.708481599926017,None,,,,,,,,,,,,0,44,44,39,,,,,265.91529799997807,,,,,,,,,265.90929480001796,265.91529799997807,265.91529799997807,265.91529799997807,266.3852748000063,266.3852748000063,266.3852748000063,266.3852748000063,266.41477749997284,271.6309452999849,right,0,5.708481599926017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,45,45,0,left,0,3.7012443999992684,None,,,,,,,,,,,,0,45,45,8,,,,,271.655056699994,,,,,,,,,271.649503499968,271.655056699994,271.655056699994,271.655056699994,272.13009650004096,272.13009650004096,272.13009650004096,272.13009650004096,272.1453022999922,275.3589229999343,left,0,3.7012443999992684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Proud,Conceited,Humble,Conceited,Humble,similar,Conceited,46,46,0,right,0,4.565376000013202,None,,,,,,,,,,,,0,46,46,32,,,,,275.3823681999929,,,,,,,,,275.3761345000239,275.3823681999929,275.3823681999929,275.3823681999929,275.85630250000395,275.85630250000395,275.85630250000395,275.85630250000395,275.88014829996973,279.9485630999552,right,0,4.565376000013202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Polite,Courteous,Rude,Courteous,Rude,similar,Courteous,47,47,0,left,0,5.744714000029489,None,,,,,,,,,,,,0,47,47,33,,,,,279.96116449998226,,,,,,,,,279.95635969995055,279.96116449998226,279.96116449998226,279.96116449998226,280.44728069996927,280.44728069996927,280.44728069996927,280.44728069996927,280.45663919998333,285.7134653000394,left,0,5.744714000029489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Dangerous,Hazardous,Safe,Hazardous,Safe,opposite,Safe,48,48,0,right,0,5.070699300034903,None,,,,,,,,,,,,0,48,48,35,,,,,285.73108880000655,,,,,,,,,285.72656730003655,285.73108880000655,285.73108880000655,285.73108880000655,286.2134092999622,286.2134092999622,286.2134092999622,286.2134092999622,286.2289648000151,290.8047193000093,right,0,5.070699300034903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
Shortage,Deficit,Surplus,Deficit,Surplus,similar,Deficit,49,49,0,left,0,4.8827433999395,None,,,,,,,,,,,,0,49,49,43,,,,,290.82280439999886,,,,,,,,,290.81791829993017,290.82280439999886,290.82280439999886,290.82280439999886,291.30484909994993,291.30484909994993,291.30484909994993,291.30484909994993,291.3196714000078,295.71410290000495,left,0,4.8827433999395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.71426249993965,295.721338900039,295.721338900039,296.71954159997404,306.9459904000396,space,11.215142600005493,None,,,,,,,,,,,,,,,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,0,0,0,,,,,Tall,Towering,Short,Towering,Short,similar,Towering,left,0,7.801264800014906,None,,,,,0,0,0,42,306.97610390000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.9727521999739,306.97610390000045,307.9443152999738,307.9443152999738,307.9443152999738,307.9443152999738,307.9443152999738,307.9443152999738,307.97367059998214,315.75265080004465,left,0,7.801264800014906,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,1,1,0,,,,,Hope,Optimism,Despair,Optimism,Despair,similar,Optimism,left,0,5.5696094000013545,None,,,,,0,1,1,46,315.7645257000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.76200009998865,315.7645257000113,316.75341510004364,316.75341510004364,316.75341510004364,316.75341510004364,316.75341510004364,316.75341510004364,316.7661263999762,322.3317673000274,left,0,5.5696094000013545,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,2,2,0,,,,,Beautiful,Elegant,Hideous,Elegant,Hideous,opposite,Hideous,right,0,6.9398849999997765,None,,,,,0,2,2,7,322.34450460004155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.34188289998565,322.34450460004155,323.32955020002555,323.32955020002555,323.32955020002555,323.32955020002555,323.32955020002555,323.32955020002555,323.338117999956,330.27588830003515,right,0,6.9398849999997765,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,3,3,0,,,,,Cold,Frigid,Hot,Frigid,Hot,similar,Frigid,left,0,2.5816613000351936,None,,,,,0,3,3,17,330.28610799997114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.2836041999981,330.28610799997114,331.26805790001526,331.26805790001526,331.26805790001526,331.26805790001526,331.26805790001526,331.26805790001526,331.2908879000461,333.85379019996617,left,0,2.5816613000351936,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,4,4,0,,,,,Smooth,Sleek,Rough,Sleek,Rough,opposite,Rough,right,0,4.306881600059569,None,,,,,0,4,4,41,333.86503270000685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8617828999413,333.86503270000685,334.86049230000935,334.86049230000935,334.86049230000935,334.86049230000935,334.86049230000935,334.86049230000935,334.86049230000935,339.1680997000076,right,0,4.306881600059569,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,5,5,0,,,,,Deep,Profound,Shallow,Profound,Shallow,opposite,Shallow,left,0,3.70031999994535,None,,,,,0,5,5,22,339.17989409994334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.17682970000897,339.17989409994334,340.1652518999763,340.1652518999763,340.1652518999763,340.1652518999763,340.1652518999763,340.1652518999763,340.1756550000282,343.8688684999943,left,0,3.70031999994535,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,6,6,0,,,,,Brave,Valiant,Cowardly,Valiant,Cowardly,similar,Valiant,left,0,3.9478796999901533,None,,,,,0,6,6,13,343.88545269996393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.881977400044,343.88545269996393,344.87152849999256,344.87152849999256,344.87152849999256,344.87152849999256,344.87152849999256,344.87152849999256,344.8856861999957,348.8269524000352,left,0,3.9478796999901533,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,7,7,0,,,,,Safe,Secure,Perilous,Secure,Perilous,similar,Secure,left,0,6.66144960001111,None,,,,,0,7,7,34,348.83806869992986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.83580590004567,348.83806869992986,349.82785480003804,349.82785480003804,349.82785480003804,349.82785480003804,349.82785480003804,349.82785480003804,349.84065010002814,356.49546899995767,left,0,6.66144960001111,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,8,8,0,,,,,Happy,Elated,Miserable,Elated,Miserable,similar,Elated,left,0,9.635973199969158,None,,,,,0,8,8,9,356.50495470000897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.50215399998706,356.50495470000897,357.4875225999858,357.4875225999858,357.4875225999858,357.4875225999858,357.4875225999858,357.4875225999858,357.49479609995615,367.12862069997936,left,0,9.635973199969158,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,9,9,0,,,,,Joy,Delight,Misery,Delight,Misery,similar,Delight,left,0,3.378281299956143,None,,,,,0,9,9,45,367.1375176999718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1350980999414,367.1375176999718,368.12755530001596,368.12755530001596,368.12755530001596,368.12755530001596,368.12755530001596,368.12755530001596,368.1350790000288,371.5126318000257,left,0,3.378281299956143,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,10,10,0,,,,,Fear,Dread,Courage,Dread,Courage,similar,Dread,right,0,7.201692000031471,None,,,,,0,10,10,44,371.5234246000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.52076370001305,371.5234246000182,372.51262099994346,372.51262099994346,372.51262099994346,372.51262099994346,372.51262099994346,372.51262099994346,372.526090499945,379.723275700002,right,0,7.201692000031471,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,11,11,0,,,,,Proud,Conceited,Humble,Conceited,Humble,similar,Conceited,left,0,12.220021400018595,None,,,,,0,11,11,32,379.7341531999409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.73162199999206,379.7341531999409,380.7214205999626,380.7214205999626,380.7214205999626,380.7214205999626,380.7214205999626,380.7214205999626,380.7292451999383,392.9484372000443,left,0,12.220021400018595,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,12,12,0,,,,,Quiet,Tranquil,Loud,Tranquil,Loud,opposite,Loud,right,0,2.8582850999664515,None,,,,,0,12,12,39,392.96407049999107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.9616825999692,392.96407049999107,393.94942970003467,393.94942970003467,393.94942970003467,393.94942970003467,393.94942970003467,393.94942970003467,393.9628684000345,396.8157032999443,right,0,2.8582850999664515,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,13,13,0,,,,,Easy,Effortless,Arduous,Effortless,Arduous,similar,Effortless,left,0,2.054178399965167,None,,,,,0,13,13,2,396.82937209995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.8267825000221,396.82937209995,397.80976770003326,397.80976770003326,397.80976770003326,397.80976770003326,397.80976770003326,397.80976770003326,397.82985109998845,399.8689571999712,left,0,2.054178399965167,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,14,14,0,,,,,Silent,Muted,Noisy,Muted,Noisy,similar,Muted,left,0,4.163605999900028,None,,,,,0,14,14,14,399.8817571999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.87807480001356,399.8817571999971,400.8632879999932,400.8632879999932,400.8632879999932,400.8632879999932,400.8632879999932,400.8632879999932,400.88419859996065,405.0293477999512,left,0,4.163605999900028,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,15,15,0,,,,,Large,Massive,Tiny,Massive,Tiny,similar,Massive,left,0,2.4953126999316737,None,,,,,0,15,15,11,405.04337219998706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0397459999658,405.04337219998706,406.0284108000342,406.0284108000342,406.0284108000342,406.0284108000342,406.0284108000342,406.0284108000342,406.0411966999527,408.5287473000353,left,0,2.4953126999316737,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,16,16,0,,,,,Angry,Irate,Calm,Irate,Calm,opposite,Calm,right,0,2.7502409000881016,None,,,,,0,16,16,0,408.53997359995265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.5374020000454,408.53997359995265,409.5320890999865,409.5320890999865,409.5320890999865,409.5320890999865,409.5320890999865,409.5320890999865,409.54423330002464,412.28979459998664,right,0,2.7502409000881016,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,17,17,0,,,,,Bitter,Acrid,Sweet,Acrid,Sweet,similar,Acrid,left,0,3.105000000097789,None,,,,,0,17,17,30,412.3081022000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.30570909997914,412.3081022000406,413.29069159994833,413.29069159994833,413.29069159994833,413.29069159994833,413.29069159994833,413.29069159994833,413.3035032999469,416.3993255000096,left,0,3.105000000097789,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,18,18,0,,,,,Light,Radiant,Dark,Radiant,Dark,opposite,Dark,right,0,1.835674999980256,None,,,,,0,18,18,37,416.41751269996166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.414166499977,416.41751269996166,417.4004640999483,417.4004640999483,417.4004640999483,417.4004640999483,417.4004640999483,417.4004640999483,417.4121763999574,419.24463800003286,right,0,1.835674999980256,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,19,19,0,,,,,Fresh,Novel,Rotten,Novel,Rotten,opposite,Rotten,right,0,4.851548200007528,None,,,,,0,19,19,38,419.2591396999778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.2564926999621,419.2591396999778,420.2448391999351,420.2448391999351,420.2448391999351,420.2448391999351,420.2448391999351,420.2448391999351,420.2572677000426,425.1012051999569,right,0,4.851548200007528,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,20,20,0,,,,,Wide,Expansive,Narrow,Expansive,Narrow,similar,Expansive,left,0,2.398871000041254,None,,,,,0,20,20,27,425.1170514000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.1145583000034,425.1170514000114,426.1069080999587,426.1069080999587,426.1069080999587,426.1069080999587,426.1069080999587,426.1069080999587,426.1156307000201,428.50968529994134,left,0,2.398871000041254,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,21,21,0,,,,,Old,Ancient,Modern,Ancient,Modern,similar,Ancient,left,0,3.381588299991563,None,,,,,0,21,21,6,428.52108219999354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.51815879996866,428.52108219999354,429.5041711999802,429.5041711999802,429.5041711999802,429.5041711999802,429.5041711999802,429.5041711999802,429.5124962000409,432.89492979994975,left,0,3.381588299991563,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,22,22,0,,,,,Slow,Leisurely,Rapid,Leisurely,Rapid,similar,Leisurely,right,0,3.152242899988778,None,,,,,0,22,22,23,432.9089312000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.90633319993503,432.9089312000433,433.8933107999619,433.8933107999619,433.8933107999619,433.8933107999619,433.8933107999619,433.8933107999619,433.9009098999668,437.0527824999299,right,0,3.152242899988778,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,23,23,0,,,,,Close,Near,Distant,Near,Distant,opposite,Distant,right,0,7.247489400091581,None,,,,,0,23,23,28,437.06546700000763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.063068700023,437.06546700000763,438.0492366999388,438.0492366999388,438.0492366999388,438.0492366999388,438.0492366999388,438.0492366999388,438.0571588999592,445.30633209994994,right,0,7.247489400091581,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,24,24,0,,,,,Hard,Arduous,Soft,Arduous,Soft,opposite,Soft,right,0,3.478214400005527,None,,,,,0,24,24,5,445.31794790003914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.31492519995663,445.31794790003914,446.30601279996336,446.30601279996336,446.30601279996336,446.30601279996336,446.30601279996336,446.30601279996336,446.3146502999589,449.78854650002904,right,0,3.478214400005527,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,25,25,0,,,,,Shortage,Deficit,Surplus,Deficit,Surplus,similar,Deficit,left,0,7.450387999997474,None,,,,,0,25,25,43,449.80098840000574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.79655019997153,449.80098840000574,450.77992340002675,450.77992340002675,450.77992340002675,450.77992340002675,450.77992340002675,450.77992340002675,450.79510230000596,458.2357179999817,left,0,7.450387999997474,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,26,26,0,,,,,Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,left,0,4.452890100074001,None,,,,,0,26,26,8,458.2452527999412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.24278760002926,458.2452527999412,459.23111469997093,459.23111469997093,459.23111469997093,459.23111469997093,459.23111469997093,459.23111469997093,459.239060999942,463.6900891000405,left,0,4.452890100074001,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,27,27,0,,,,,Short,Brief,Lengthy,Brief,Lengthy,similar,Brief,left,0,3.542849599965848,None,,,,,0,27,27,29,463.70062629994936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.6980393000413,463.70062629994936,464.6879188999301,464.6879188999301,464.6879188999301,464.6879188999301,464.6879188999301,464.6879188999301,464.6959383999929,468.2328913999954,left,0,3.542849599965848,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,28,28,0,,,,,Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,left,0,5.3780426000012085,None,,,,,0,28,28,4,468.25215970003046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.2475255000172,468.25215970003046,469.2315525000449,469.2315525000449,469.2315525000449,469.2315525000449,469.2315525000449,469.2315525000449,469.25453789997846,474.6124005999882,left,0,5.3780426000012085,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,29,29,0,,,,,Begin,Initiate,Conclude,Initiate,Conclude,similar,Initiate,left,0,5.52866160008125,None,,,,,0,29,29,15,474.6273786999518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.622940100031,474.6273786999518,475.612642699969,475.612642699969,475.612642699969,475.612642699969,475.612642699969,475.612642699969,475.62596910004504,481.1496602999978,left,0,5.52866160008125,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,30,30,0,,,,,Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,right,0,10.9907142999582,None,,,,,0,30,30,48,481.16251729999203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.16016910003964,481.16251729999203,482.1410789999645,482.1410789999645,482.1410789999645,482.1410789999645,482.1410789999645,482.1410789999645,482.1563549999846,493.13728679995984,right,0,10.9907142999582,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,31,31,0,,,,,Sharp,Acute,Blunt,Acute,Blunt,opposite,Blunt,left,0,2.374692099983804,None,,,,,0,31,31,26,493.1462886999361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.14390030002687,493.1462886999361,494.13714889995754,494.13714889995754,494.13714889995754,494.13714889995754,494.13714889995754,494.13714889995754,494.1522093999665,496.5152086999733,left,0,2.374692099983804,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,32,32,0,,,,,Lonely,Isolated,Sociable,Isolated,Sociable,opposite,Sociable,right,0,3.8775717000244185,None,,,,,0,32,32,10,496.52460220002104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.5218912999844,496.52460220002104,497.5142841000343,497.5142841000343,497.5142841000343,497.5142841000343,497.5142841000343,497.5142841000343,497.5230174999451,501.39694510004483,right,0,3.8775717000244185,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,33,33,0,,,,,Tired,Weary,Energetic,Weary,Energetic,opposite,Energetic,right,0,3.9451936000259593,None,,,,,0,33,33,16,501.40878800000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4051388000371,501.40878800000064,502.38883079995867,502.38883079995867,502.38883079995867,502.38883079995867,502.38883079995867,502.38883079995867,502.4034066000022,506.3392620999366,right,0,3.9451936000259593,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,34,34,0,,,,,Smart,Astute,Foolish,Astute,Foolish,similar,Astute,left,0,3.81801190006081,None,,,,,0,34,34,12,506.35241849999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.35012750001624,506.35241849999875,507.33778099995106,507.33778099995106,507.33778099995106,507.33778099995106,507.33778099995106,507.33778099995106,507.3453853999963,511.1648301000241,left,0,3.81801190006081,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
