Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,,,,,,,0,0,0,,,,,Rich,Affluent,Poor,Affluent,Poor,opposite,Poor,right,0,3.7899605,None,,,,,0,0,0,24,180.8890751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.8834955,180.8890751,181.8590469,181.8590469,181.8590469,181.8590469,181.8590469,181.8590469,181.88292,185.6521132,right,0,3.7899605,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,1,1,0,,,,,Hard,Arduous,Soft,Arduous,Soft,opposite,Soft,right,0,5.3628685,None,,,,,0,1,1,5,185.6637652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.6611928,185.6637652,186.6531814,186.6531814,186.6531814,186.6531814,186.6531814,186.6531814,186.6593147,192.0241593,right,0,5.3628685,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,2,2,0,,,,,Begin,Initiate,Conclude,Initiate,Conclude,similar,Initiate,left,0,3.8739804,None,,,,,0,2,2,15,192.0436876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0413212,192.0436876,193.0280417,193.0280417,193.0280417,193.0280417,193.0280417,193.0280417,193.0341151,196.9070972,left,0,3.8739804,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,3,3,0,,,,,Weak,Feeble,Strong,Feeble,Strong,opposite,Strong,right,0,3.9160813,None,,,,,0,3,3,20,196.9224547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9203752,196.9224547,197.9101607,197.9101607,197.9101607,197.9101607,197.9101607,197.9101607,197.9166405,201.8317095,right,0,3.9160813,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,4,4,0,,,,,Heavy,Burdensome,Light,Burdensome,Light,opposite,Light,right,0,3.58166,None,,,,,0,4,4,36,201.845295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.8430219,201.845295,202.8343796,202.8343796,202.8343796,202.8343796,202.8343796,202.8343796,202.8421844,206.4242358,right,0,3.58166,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,5,5,0,,,,,Easy,Effortless,Arduous,Effortless,Arduous,similar,Effortless,left,0,1.9686118,None,,,,,0,5,5,2,206.4410882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.4387968,206.4410882,207.4270722,207.4270722,207.4270722,207.4270722,207.4270722,207.4270722,207.4335634,209.401096,left,0,1.9686118,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,6,6,0,,,,,Lonely,Isolated,Sociable,Isolated,Sociable,opposite,Sociable,right,0,1.3057589,None,,,,,0,6,6,10,209.4165504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.4137634,209.4165504,210.404465,210.404465,210.404465,210.404465,210.404465,210.404465,210.4105045,211.7144797,right,0,1.3057589,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,7,7,0,,,,,Beautiful,Elegant,Hideous,Elegant,Hideous,opposite,Hideous,left,0,6.158384,None,,,,,0,7,7,7,211.7326694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7289352,211.7326694,212.7155313,212.7155313,212.7155313,212.7155313,212.7155313,212.7155313,212.7218816,218.8764254,left,0,6.158384,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,8,8,0,,,,,Angry,Irate,Calm,Irate,Calm,opposite,Calm,left,0,2.1855072,None,,,,,0,8,8,0,218.8927785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.8900113,218.8927785,219.8802304,219.8802304,219.8802304,219.8802304,219.8802304,219.8802304,219.8862682,222.0704905,left,0,2.1855072,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,9,9,0,,,,,Proud,Conceited,Humble,Conceited,Humble,similar,Conceited,right,0,3.5655054,None,,,,,0,9,9,32,222.0915899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0889998,222.0915899,223.0763074,223.0763074,223.0763074,223.0763074,223.0763074,223.0763074,223.082549,226.64582,right,0,3.5655054,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,10,10,0,,,,,Dangerous,Hazardous,Safe,Hazardous,Safe,opposite,Safe,left,0,2.3146546,None,,,,,0,10,10,35,226.6633463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6605453,226.6633463,227.649384,227.649384,227.649384,227.649384,227.649384,227.649384,227.6556283,229.9655301,left,0,2.3146546,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,11,11,0,,,,,Polite,Courteous,Rude,Courteous,Rude,similar,Courteous,left,0,6.5446808,None,,,,,0,11,11,33,229.987918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9835492,229.987918,230.9720036,230.9720036,230.9720036,230.9720036,230.9720036,230.9720036,230.9780563,237.5180486,left,0,6.5446808,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,12,12,0,,,,,Trust,Believe,Distrust,Believe,Distrust,similar,Believe,left,0,1.4454612,None,,,,,0,12,12,47,237.5373996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.5337799,237.5373996,238.5208811,238.5208811,238.5208811,238.5208811,238.5208811,238.5208811,238.527695,239.9716372,left,0,1.4454612,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,13,13,0,,,,,Close,Near,Distant,Near,Distant,opposite,Distant,right,0,1.9409775,None,,,,,0,13,13,28,239.9833614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9813685,239.9833614,240.9716101,240.9716101,240.9716101,240.9716101,240.9716101,240.9716101,240.9784566,242.9169523,right,0,1.9409775,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,14,14,0,,,,,Tall,Towering,Short,Towering,Short,similar,Towering,left,0,3.629146,None,,,,,0,14,14,42,242.9317906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.9289288,242.9317906,243.9154889,243.9154889,243.9154889,243.9154889,243.9154889,243.9154889,243.9228745,247.550199,left,0,3.629146,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,15,15,0,,,,,Soft,Supple,Hard,Supple,Hard,opposite,Hard,right,0,2.3069246,None,,,,,0,15,15,25,247.5654785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.563203,247.5654785,248.5518355,248.5518355,248.5518355,248.5518355,248.5518355,248.5518355,248.5587586,250.8610973,right,0,2.3069246,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,16,16,0,,,,,Cold,Frigid,Hot,Frigid,Hot,similar,Frigid,left,0,4.0608356,None,,,,,0,16,16,17,250.8774385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.8747247,250.8774385,251.8598226,251.8598226,251.8598226,251.8598226,251.8598226,251.8598226,251.8674094,255.927668,left,0,4.0608356,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,17,17,0,,,,,Bitter,Acrid,Sweet,Acrid,Sweet,similar,Acrid,left,0,2.6037786,None,,,,,0,17,17,30,255.9399974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.9377143,255.9399974,256.9251214,256.9251214,256.9251214,256.9251214,256.9251214,256.9251214,256.9333888,259.5378832,left,0,2.6037786,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,18,18,0,,,,,Tired,Weary,Energetic,Weary,Energetic,opposite,Energetic,left,0,2.7933448,None,,,,,0,18,18,16,259.5521255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5498398,259.5521255,260.5353663,260.5353663,260.5353663,260.5353663,260.5353663,260.5353663,260.5435213,263.3306352,left,0,2.7933448,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,19,19,0,,,,,Safe,Secure,Perilous,Secure,Perilous,similar,Secure,left,0,2.0877683,None,,,,,0,19,19,34,263.3447487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.3425844,263.3447487,264.3311152,264.3311152,264.3311152,264.3311152,264.3311152,264.3311152,264.3375168,266.4254377,left,0,2.0877683,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,20,20,0,,,,,Slow,Leisurely,Rapid,Leisurely,Rapid,similar,Leisurely,left,0,2.2619903,None,,,,,0,20,20,23,266.4374245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.4350968,266.4374245,267.4247895,267.4247895,267.4247895,267.4247895,267.4247895,267.4247895,267.4312785,269.6947669,left,0,2.2619903,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,21,21,0,,,,,Clean,Immaculate,Dirty,Immaculate,Dirty,opposite,Dirty,right,0,1.5055171,None,,,,,0,21,21,21,269.7163508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.7138682,269.7163508,270.6919101,270.6919101,270.6919101,270.6919101,270.6919101,270.6919101,270.7084712,272.198489,right,0,1.5055171,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,22,22,0,,,,,Hope,Optimism,Despair,Optimism,Despair,similar,Optimism,left,0,3.1698087,None,,,,,0,22,22,46,272.2179756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.2147935,272.2179756,273.2029689,273.2029689,273.2029689,273.2029689,273.2029689,273.2029689,273.2094287,276.3747227,left,0,3.1698087,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,23,23,0,,,,,Shortage,Deficit,Surplus,Deficit,Surplus,similar,Deficit,left,0,9.4188973,None,,,,,0,23,23,43,276.3920947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.3877833,276.3920947,277.376164,277.376164,277.376164,277.376164,277.376164,277.376164,277.386459,286.7971364,left,0,9.4188973,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,24,24,0,,,,,Happy,Elated,Miserable,Elated,Miserable,similar,Elated,left,0,4.2615225,None,,,,,0,24,24,9,286.8109886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8075625,286.8109886,287.7976632,287.7976632,287.7976632,287.7976632,287.7976632,287.7976632,287.8034881,292.0630333,left,0,4.2615225,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,25,25,0,,,,,Short,Brief,Lengthy,Brief,Lengthy,similar,Brief,left,0,1.5182326,None,,,,,0,25,25,29,292.0764487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0732466,292.0764487,293.0627488,293.0627488,293.0627488,293.0627488,293.0627488,293.0627488,293.0689383,294.5833556,left,0,1.5182326,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,26,26,0,,,,,Fear,Dread,Courage,Dread,Courage,similar,Dread,left,0,1.6514865,None,,,,,0,26,26,44,294.5932874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5901525,294.5932874,295.5819142,295.5819142,295.5819142,295.5819142,295.5819142,295.5819142,295.5899593,297.2374769,left,0,1.6514865,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,27,27,0,,,,,Quiet,Tranquil,Loud,Tranquil,Loud,opposite,Loud,left,0,9.898975,None,,,,,0,27,27,39,297.2548976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.2519393,297.2548976,298.2347172,298.2347172,298.2347172,298.2347172,298.2347172,298.2347172,298.2515713,308.1344128,left,0,9.898975,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,28,28,0,,,,,Curious,Inquisitive,Indifferent,Inquisitive,Indifferent,similar,Inquisitive,left,0,6.7985212,None,,,,,0,28,28,49,308.1511317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.1479466,308.1511317,309.1348369,309.1348369,309.1348369,309.1348369,309.1348369,309.1348369,309.1405313,315.9380365,left,0,6.7985212,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,29,29,0,,,,,Old,Ancient,Modern,Ancient,Modern,similar,Ancient,left,0,1.9082203,None,,,,,0,29,29,6,315.953011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.9506253,315.953011,316.9373197,316.9373197,316.9373197,316.9373197,316.9373197,316.9373197,316.943975,318.849092,left,0,1.9082203,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,30,30,0,,,,,Smart,Astute,Foolish,Astute,Foolish,similar,Astute,left,0,3.2208302,None,,,,,0,30,30,12,318.8639783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.8604361,318.8639783,319.8467114,319.8467114,319.8467114,319.8467114,319.8467114,319.8467114,319.8547386,323.0748694,left,0,3.2208302,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,31,31,0,,,,,Sharp,Acute,Blunt,Acute,Blunt,opposite,Blunt,right,0,2.0907761,None,,,,,0,31,31,26,323.0885266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.086471,323.0885266,324.0726465,324.0726465,324.0726465,324.0726465,324.0726465,324.0726465,324.080729,326.1691348,right,0,2.0907761,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,32,32,0,,,,,Light,Radiant,Dark,Radiant,Dark,opposite,Dark,right,0,1.6231339,None,,,,,0,32,32,37,326.1808625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.1787115,326.1808625,327.1684316,327.1684316,327.1684316,327.1684316,327.1684316,327.1684316,327.1753649,328.7986004,right,0,1.6231339,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,33,33,0,,,,,Kind,Benevolent,Cruel,Benevolent,Cruel,similar,Benevolent,left,0,1.5487374,None,,,,,0,33,33,19,328.8132348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8109958,328.8132348,329.7967434,329.7967434,329.7967434,329.7967434,329.7967434,329.7967434,329.8036812,331.3513596,left,0,1.5487374,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,34,34,0,,,,,Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,right,0,1.7147956,None,,,,,0,34,34,48,331.3617538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.3598049,331.3617538,332.3490789,332.3490789,332.3490789,332.3490789,332.3490789,332.3490789,332.357289,334.0720933,right,0,1.7147956,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,35,35,0,,,,,Sweet,Sugary,Bitter,Sugary,Bitter,opposite,Bitter,right,0,1.9953609,None,,,,,0,35,35,31,334.0840613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0819789,334.0840613,335.0702934,335.0702934,335.0702934,335.0702934,335.0702934,335.0702934,335.0781201,337.0664306,right,0,1.9953609,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,36,36,0,,,,,Joy,Delight,Misery,Delight,Misery,similar,Delight,left,0,1.4478823,None,,,,,0,36,36,45,337.0811288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.078449,337.0811288,338.0651648,338.0651648,338.0651648,338.0651648,338.0651648,338.0651648,338.0724451,339.5200546,left,0,1.4478823,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,37,37,0,,,,,Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,left,0,3.7581597,None,,,,,0,37,37,8,339.5294795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.5276817,339.5294795,340.5193295,340.5193295,340.5193295,340.5193295,340.5193295,340.5193295,340.5267134,344.2790044,left,0,3.7581597,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,38,38,0,,,,,Fresh,Novel,Rotten,Novel,Rotten,opposite,Rotten,right,0,2.0867584,None,,,,,0,38,38,38,344.2942012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2913994,344.2942012,345.2786898,345.2786898,345.2786898,345.2786898,345.2786898,345.2786898,345.2869282,347.3734815,right,0,2.0867584,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,39,39,0,,,,,Wide,Expansive,Narrow,Expansive,Narrow,similar,Expansive,left,0,3.360611,None,,,,,0,39,39,27,347.3892943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.3869718,347.3892943,348.3727561,348.3727561,348.3727561,348.3727561,348.3727561,348.3727561,348.3792749,351.740738,left,0,3.360611,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,40,40,0,,,,,Deep,Profound,Shallow,Profound,Shallow,opposite,Shallow,right,0,3.5484255,None,,,,,0,40,40,22,351.7573159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.754989,351.7573159,352.7414536,352.7414536,352.7414536,352.7414536,352.7414536,352.7414536,352.7497167,356.2907682,right,0,3.5484255,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,41,41,0,,,,,Smooth,Sleek,Rough,Sleek,Rough,opposite,Rough,right,0,5.859665,None,,,,,0,41,41,41,356.3043353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.300733,356.3043353,357.288527,357.288527,357.288527,357.288527,357.288527,357.288527,357.2970166,363.153378,right,0,5.859665,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,42,42,0,,,,,Large,Massive,Tiny,Massive,Tiny,similar,Massive,left,0,2.6593558,None,,,,,0,42,42,11,363.1694067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.167372,363.1694067,364.1589145,364.1589145,364.1589145,364.1589145,364.1589145,364.1589145,364.1649515,366.8223519,left,0,2.6593558,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,43,43,0,,,,,Bright,Luminous,Dim,Luminous,Dim,opposite,Dim,right,0,2.2601936,None,,,,,0,43,43,1,366.8404487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.836936,366.8404487,367.8259134,367.8259134,367.8259134,367.8259134,367.8259134,367.8259134,367.8320235,370.0914588,right,0,2.2601936,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,44,44,0,,,,,Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,right,0,2.1818317,None,,,,,0,44,44,18,370.1058343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.103427,370.1058343,371.0945262,371.0945262,371.0945262,371.0945262,371.0945262,371.0945262,371.1006391,373.277608,right,0,2.1818317,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,45,45,0,,,,,Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,right,0,1.9447543,None,,,,,0,45,45,4,373.2945629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2913986,373.2945629,374.2812326,374.2812326,374.2812326,374.2812326,374.2812326,374.2812326,374.2871285,376.2298516,right,0,1.9447543,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,46,46,0,,,,,Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,right,0,3.3370283,None,,,,,0,46,46,40,376.2390403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.2369866,376.2390403,377.2355623,377.2355623,377.2355623,377.2355623,377.2355623,377.2355623,377.2420094,380.5811904,right,0,3.3370283,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,47,47,0,,,,,Honest,Sincere,Deceitful,Sincere,Deceitful,opposite,Deceitful,right,0,1.747267,None,,,,,0,47,47,3,380.5962412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.5938573,380.5962412,381.5828299,381.5828299,381.5828299,381.5828299,381.5828299,381.5828299,381.5887308,383.3342921,right,0,1.747267,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,48,48,0,,,,,Brave,Valiant,Cowardly,Valiant,Cowardly,similar,Valiant,left,0,2.6420793,None,,,,,0,48,48,13,383.3507257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3479093,383.3507257,384.3404029,384.3404029,384.3404029,384.3404029,384.3404029,384.3404029,384.3463222,386.9864246,left,0,2.6420793,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,49,49,0,,,,,Silent,Muted,Noisy,Muted,Noisy,similar,Muted,left,0,5.1784585,None,,,,,0,49,49,14,386.998244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.9960575,386.998244,387.9857426,387.9857426,387.9857426,387.9857426,387.9857426,387.9857426,387.9922281,393.1667713,left,0,5.1784585,None,,,,,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.1681268,393.1744085,394.1732508,394.1653012,P5,1,2025-11-24_19h54.03.310,Solo Project,,2025.1.1,120.2214961,2025-11-24 19h54.37.960291 +0530
