Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,39,39,0,left,0,5.099594600033015,None,,,,,,,,,,,,0,39,39,4,,,,,264.50723129999824,,,,,,,,,264.50363369996194,264.50723129999824,264.50723129999824,264.50723129999824,264.9863554999465,264.9863554999465,264.9863554999465,264.9863554999465,265.0030810999451,269.61160409997683,left,0,5.099594600033015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Light,Radiant,Dark,Radiant,Dark,opposite,Dark,40,40,0,right,0,2.540070299990475,None,,,,,,,,,,,,0,40,40,37,,,,,269.6265058000572,,,,,,,,,269.62209640000947,269.6265058000572,269.6265058000572,269.6265058000572,270.10201130004134,270.10201130004134,270.10201130004134,270.10201130004134,270.1187252999516,272.17370509996545,right,0,2.540070299990475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,41,41,0,left,0,5.86927249992732,None,,,,,,,,,,,,0,41,41,48,,,,,272.18992210004944,,,,,,,,,272.1849574999651,272.18992210004944,272.18992210004944,272.18992210004944,272.6646653000498,272.6646653000498,272.6646653000498,272.6646653000498,272.68111889995635,278.0632893999573,left,0,5.86927249992732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Dangerous,Hazardous,Safe,Hazardous,Safe,opposite,Safe,42,42,0,right,0,4.314651500084437,None,,,,,,,,,,,,0,42,42,35,,,,,278.0804296999704,,,,,,,,,278.0758024000097,278.0804296999704,278.0804296999704,278.0804296999704,278.56250040000305,278.56250040000305,278.56250040000305,278.56250040000305,278.57856159994844,282.3972447999986,right,0,4.314651500084437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,43,43,0,right,0,3.4260805000085384,None,,,,,,,,,,,,0,43,43,18,,,,,282.41483519994654,,,,,,,,,282.4089752000291,282.41483519994654,282.41483519994654,282.41483519994654,282.8878053999506,282.8878053999506,282.8878053999506,282.8878053999506,282.9128874000162,285.84914069995284,right,0,3.4260805000085384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Lonely,Isolated,Sociable,Isolated,Sociable,opposite,Sociable,44,44,0,right,0,7.012484799954109,None,,,,,,,,,,,,0,44,44,10,,,,,285.85996659996454,,,,,,,,,285.8556643000338,285.85996659996454,285.85996659996454,285.85996659996454,286.340084400028,286.340084400028,286.340084400028,286.340084400028,286.3566873000236,292.8788719000295,right,0,7.012484799954109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Wide,Expansive,Narrow,Expansive,Narrow,similar,Expansive,45,45,0,left,0,6.401077899965458,None,,,,,,,,,,,,0,45,45,27,,,,,292.89768759999424,,,,,,,,,292.8939478000393,292.89768759999424,292.89768759999424,292.89768759999424,293.37867480004206,293.37867480004206,293.37867480004206,293.37867480004206,293.39404190005735,299.3007903000107,left,0,6.401077899965458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Joy,Delight,Misery,Delight,Misery,similar,Delight,46,46,0,left,0,3.016515100025572,None,,,,,,,,,,,,0,46,46,45,,,,,299.31884770002216,,,,,,,,,299.31320570001844,299.31884770002216,299.31884770002216,299.31884770002216,299.80050759995356,299.80050759995356,299.80050759995356,299.80050759995356,299.81590090005193,302.33692080003675,left,0,3.016515100025572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Silent,Muted,Noisy,Muted,Noisy,similar,Muted,47,47,0,left,0,4.637763899983838,None,,,,,,,,,,,,0,47,47,14,,,,,302.3531937999651,,,,,,,,,302.3478210000321,302.3531937999651,302.3531937999651,302.3531937999651,302.83544139994774,302.83544139994774,302.83544139994774,302.83544139994774,302.8521572999889,306.995009599952,left,0,4.637763899983838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Trust,Believe,Distrust,Believe,Distrust,similar,Believe,48,48,0,left,0,4.908416000078432,None,,,,,,,,,,,,0,48,48,47,,,,,307.0106796999462,,,,,,,,,307.00570820004214,307.0106796999462,307.0106796999462,307.0106796999462,307.48618290002923,307.48618290002923,307.48618290002923,307.48618290002923,307.5023833999876,311.92869800003245,left,0,4.908416000078432,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,49,49,0,right,0,3.4150978999678046,None,,,,,,,,,,,,0,49,49,40,,,,,311.94810839998536,,,,,,,,,311.9429065999575,311.94810839998536,311.94810839998536,311.94810839998536,312.42712260002736,312.42712260002736,312.42712260002736,312.42712260002736,312.44381049997173,315.3727365999948,right,0,3.4150978999678046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3729640999809,315.38005359994713,315.38005359994713,316.3780210999539,319.141787200002,space,3.760251500061713,None,,,,,,,,,,,,,,,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,0,0,0,,,,,Bright,Luminous,Dim,Luminous,Dim,opposite,Dim,right,0,5.384271799935959,None,,,,,0,0,0,1,319.1677580999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1645367000019,319.1677580999676,320.14292500005104,320.14292500005104,320.14292500005104,320.14292500005104,320.14292500005104,320.14292500005104,320.16333460004535,325.5291659999639,right,0,5.384271799935959,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,1,1,0,,,,,Beautiful,Elegant,Hideous,Elegant,Hideous,opposite,Hideous,right,0,3.039620899944566,None,,,,,0,1,1,7,325.54317069996614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.54062460002024,325.54317069996614,326.5268440999789,326.5268440999789,326.5268440999789,326.5268440999789,326.5268440999789,326.5268440999789,326.53515739995055,329.5719154999824,right,0,3.039620899944566,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,2,2,0,,,,,Weak,Feeble,Strong,Feeble,Strong,opposite,Strong,right,0,1.6310120000271127,None,,,,,0,2,2,20,329.5839884999441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5817294999724,329.5839884999441,330.57022310001776,330.57022310001776,330.57022310001776,330.57022310001776,330.57022310001776,330.57022310001776,330.57803820003755,332.2088844999671,right,0,1.6310120000271127,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,3,3,0,,,,,Soft,Supple,Hard,Supple,Hard,opposite,Hard,right,0,1.726810000021942,None,,,,,0,3,3,25,332.2216078999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.21923859999515,332.2216078999918,333.20822360005695,333.20822360005695,333.20822360005695,333.20822360005695,333.20822360005695,333.20822360005695,333.2149831999559,334.93730400002096,right,0,1.726810000021942,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,4,4,0,,,,,Light,Radiant,Dark,Radiant,Dark,opposite,Dark,right,0,1.925465700100176,None,,,,,0,4,4,37,334.94921810005326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.9463354999898,334.94921810005326,335.93713069998194,335.93713069998194,335.93713069998194,335.93713069998194,335.93713069998194,335.93713069998194,335.94347619998734,337.86552450002637,right,0,1.925465700100176,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,5,5,0,,,,,Deep,Profound,Shallow,Profound,Shallow,opposite,Shallow,right,0,5.8678293999983,None,,,,,0,5,5,22,337.8791740000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.875127300038,337.8791740000015,338.864638500032,338.864638500032,338.864638500032,338.864638500032,338.864638500032,338.864638500032,338.871761300019,344.7368488999782,right,0,5.8678293999983,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,6,6,0,,,,,Smooth,Sleek,Rough,Sleek,Rough,opposite,Rough,right,0,2.287963100010529,None,,,,,0,6,6,41,344.7508242999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.74834379996173,344.7508242999902,345.73518309998326,345.73518309998326,345.73518309998326,345.73518309998326,345.73518309998326,345.73518309998326,345.7429938999703,348.0306546000065,right,0,2.287963100010529,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,7,7,0,,,,,Fear,Dread,Courage,Dread,Courage,similar,Dread,right,0,7.51108739990741,None,,,,,0,7,7,44,348.04634630004875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0438536000438,348.04634630004875,349.0304998999927,349.0304998999927,349.0304998999927,349.0304998999927,349.0304998999927,349.0304998999927,349.0367828999879,356.54887639998924,right,0,7.51108739990741,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,8,8,0,,,,,Lonely,Isolated,Sociable,Isolated,Sociable,opposite,Sociable,right,0,3.3869308999273926,None,,,,,0,8,8,10,356.56368949997704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.56133379996754,356.56368949997704,357.5480664999923,357.5480664999923,357.5480664999923,357.5480664999923,357.5480664999923,357.5480664999923,357.55525920004584,360.9409460000461,right,0,3.3869308999273926,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,9,9,0,,,,,Hope,Optimism,Despair,Optimism,Despair,similar,Optimism,right,0,3.0751132000004873,None,,,,,0,9,9,46,360.95638670003973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.95416179997846,360.95638670003973,361.9418405999895,361.9418405999895,361.9418405999895,361.9418405999895,361.9418405999895,361.9418405999895,361.9477005000226,365.0261419999879,right,0,3.0751132000004873,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,10,10,0,,,,,Honest,Sincere,Deceitful,Sincere,Deceitful,opposite,Deceitful,left,0,3.47824640001636,None,,,,,0,10,10,3,365.0406379000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.03847789997235,365.0406379000051,366.02666079998016,366.02666079998016,366.02666079998016,366.02666079998016,366.02666079998016,366.02666079998016,366.0324600000167,369.50917269999627,left,0,3.47824640001636,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,11,11,0,,,,,Easy,Effortless,Arduous,Effortless,Arduous,similar,Effortless,left,0,4.030417499947362,None,,,,,0,11,11,2,369.5244571999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.5220970000373,369.5244571999647,370.5084823999787,370.5084823999787,370.5084823999787,370.5084823999787,370.5084823999787,370.5084823999787,370.51580389996525,374.5432394000236,left,0,4.030417499947362,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,12,12,0,,,,,Sharp,Acute,Blunt,Acute,Blunt,opposite,Blunt,right,0,8.920724299969152,None,,,,,0,12,12,26,374.5582301999675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.5558559000492,374.5582301999675,375.54011039994657,375.54011039994657,375.54011039994657,375.54011039994657,375.54011039994657,375.54011039994657,375.5568171000341,384.46723429998383,right,0,8.920724299969152,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,13,13,0,,,,,Close,Near,Distant,Near,Distant,opposite,Distant,right,0,2.189346299972385,None,,,,,0,13,13,28,384.4801119000185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.4777294000378,384.4801119000185,385.4638517999556,385.4638517999556,385.4638517999556,385.4638517999556,385.4638517999556,385.4638517999556,385.4722479999764,387.6605258999625,right,0,2.189346299972385,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,14,14,0,,,,,Slow,Leisurely,Rapid,Leisurely,Rapid,similar,Leisurely,left,0,4.176903199986555,None,,,,,0,14,14,23,387.6761253000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.67365150002297,387.6761253000004,388.6601109999465,388.6601109999465,388.6601109999465,388.6601109999465,388.6601109999465,388.6601109999465,388.6663145000348,392.8433033999754,left,0,4.176903199986555,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,15,15,0,,,,,Proud,Conceited,Humble,Conceited,Humble,similar,Conceited,right,0,2.3676233999431133,None,,,,,0,15,15,32,392.8557521000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.85351239994634,392.8557521000039,393.84121340001,393.84121340001,393.84121340001,393.84121340001,393.84121340001,393.84121340001,393.849227800034,396.21172519994434,right,0,2.3676233999431133,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,16,16,0,,,,,Dangerous,Hazardous,Safe,Hazardous,Safe,opposite,Safe,right,0,1.6646519999485463,None,,,,,0,16,16,35,396.2261550000403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2236114999978,396.2261550000403,397.2108226000564,397.2108226000564,397.2108226000564,397.2108226000564,397.2108226000564,397.2108226000564,397.21841790003236,398.8821340999566,right,0,1.6646519999485463,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,17,17,0,,,,,Trust,Believe,Distrust,Believe,Distrust,similar,Believe,left,0,1.905673100030981,None,,,,,0,17,17,47,398.89844390004873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.89617319998797,398.89844390004873,399.8830657999497,399.8830657999497,399.8830657999497,399.8830657999497,399.8830657999497,399.8830657999497,399.88885160000063,401.79403220000677,left,0,1.905673100030981,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,18,18,0,,,,,Short,Brief,Lengthy,Brief,Lengthy,similar,Brief,left,0,2.5875251000979915,None,,,,,0,18,18,29,401.8079496000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.8055612000171,401.8079496000428,402.7911279000109,402.7911279000109,402.7911279000109,402.7911279000109,402.7911279000109,402.7911279000109,402.7994662000565,405.38759990001563,left,0,2.5875251000979915,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,19,19,0,,,,,Quiet,Tranquil,Loud,Tranquil,Loud,opposite,Loud,right,0,3.303353999974206,None,,,,,0,19,19,39,405.4034216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.4008890000405,405.4034216,406.385251199943,406.385251199943,406.385251199943,406.385251199943,406.385251199943,406.385251199943,406.40203879994806,409.69665649998933,right,0,3.303353999974206,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,20,20,0,,,,,Bitter,Acrid,Sweet,Acrid,Sweet,similar,Acrid,left,0,1.8087819999782369,None,,,,,0,20,20,30,409.7121220000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.70975010003895,409.7121220000554,410.69461620005313,410.69461620005313,410.69461620005313,410.69461620005313,410.69461620005313,410.69461620005313,410.7026033999864,412.5081140999682,left,0,1.8087819999782369,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,21,21,0,,,,,Clean,Immaculate,Dirty,Immaculate,Dirty,opposite,Dirty,right,0,3.934380599996075,None,,,,,0,21,21,21,412.5196271999739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.51765139994677,412.5196271999739,413.50655339995865,413.50655339995865,413.50655339995865,413.50655339995865,413.50655339995865,413.50655339995865,413.5141158000333,417.4491185999941,right,0,3.934380599996075,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,22,22,0,,,,,Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,left,0,3.7150822000112385,None,,,,,0,22,22,8,417.46482730004936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4624839000171,417.46482730004936,418.4497609999962,418.4497609999962,418.4497609999962,418.4497609999962,418.4497609999962,418.4497609999962,418.4550580000505,422.1658092000289,left,0,3.7150822000112385,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,23,23,0,,,,,Shortage,Deficit,Surplus,Deficit,Surplus,similar,Deficit,left,0,5.240592099959031,None,,,,,0,23,23,43,422.17908869998064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.175899200025,422.17908869998064,423.1660011999775,423.1660011999775,423.1660011999775,423.1660011999775,423.1660011999775,423.1660011999775,423.17179669998586,428.412994000013,left,0,5.240592099959031,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,24,24,0,,,,,Begin,Initiate,Conclude,Initiate,Conclude,similar,Initiate,left,0,4.5915445000864565,None,,,,,0,24,24,15,428.4237479000585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.421773100039,428.4237479000585,429.41282049997244,429.41282049997244,429.41282049997244,429.41282049997244,429.41282049997244,429.41282049997244,429.4188249000581,434.011603299994,left,0,4.5915445000864565,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,25,25,0,,,,,Heavy,Burdensome,Light,Burdensome,Light,opposite,Light,right,0,2.6932604000903666,None,,,,,0,25,25,36,434.0270022000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0245652999729,434.0270022000186,435.01390000001993,435.01390000001993,435.01390000001993,435.01390000001993,435.01390000001993,435.01390000001993,435.01970990002155,437.7132674000459,right,0,2.6932604000903666,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,26,26,0,,,,,Safe,Secure,Perilous,Secure,Perilous,similar,Secure,left,0,5.463622699957341,None,,,,,0,26,26,34,437.7292709000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.72704689996317,437.7292709000176,438.710790000041,438.710790000041,438.710790000041,438.710790000041,438.710790000041,438.710790000041,438.72739340004046,444.17677020002156,left,0,5.463622699957341,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,27,27,0,,,,,Sweet,Sugary,Bitter,Sugary,Bitter,opposite,Bitter,right,0,7.101206899969839,None,,,,,0,27,27,31,444.1895019999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.18654390005395,444.1895019999938,445.1767849000171,445.1767849000171,445.1767849000171,445.1767849000171,445.1767849000171,445.1767849000171,445.1827683999436,452.28736329998355,right,0,7.101206899969839,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,28,28,0,,,,,Polite,Courteous,Rude,Courteous,Rude,similar,Courteous,left,0,4.247842999990098,None,,,,,0,28,28,33,452.3036592999706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.30143650004175,452.3036592999706,453.28575230005663,453.28575230005663,453.28575230005663,453.28575230005663,453.28575230005663,453.28575230005663,453.30199269996956,457.5362444999628,left,0,4.247842999990098,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,29,29,0,,,,,Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,right,0,1.8243757999734953,None,,,,,0,29,29,18,457.55138239997905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5485630000476,457.55138239997905,458.53747660003137,458.53747660003137,458.53747660003137,458.53747660003137,458.53747660003137,458.53747660003137,458.54357770003844,460.36445340001956,right,0,1.8243757999734953,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,30,30,0,,,,,Brave,Valiant,Cowardly,Valiant,Cowardly,similar,Valiant,left,0,4.989680099999532,None,,,,,0,30,30,13,460.37988050002605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.37735710002016,460.37988050002605,461.36526510003023,461.36526510003023,461.36526510003023,461.36526510003023,461.36526510003023,461.36526510003023,461.371074100025,466.3620986000169,left,0,4.989680099999532,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,31,31,0,,,,,Kind,Benevolent,Cruel,Benevolent,Cruel,similar,Benevolent,left,0,3.229810499935411,None,,,,,0,31,31,19,466.37041269999463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.36792959994636,466.37041269999463,467.36337869998533,467.36337869998533,467.36337869998533,467.36337869998533,467.36337869998533,467.36337869998533,467.3695842999732,470.596542699961,left,0,3.229810499935411,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,32,32,0,,,,,Smart,Astute,Foolish,Astute,Foolish,similar,Astute,left,0,12.396337599959224,None,,,,,0,32,32,12,470.6073583000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6047132000094,470.6073583000107,471.59754380001687,471.59754380001687,471.59754380001687,471.59754380001687,471.59754380001687,471.59754380001687,471.60430260002613,483.9975319999503,left,0,12.396337599959224,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,33,33,0,,,,,Old,Ancient,Modern,Ancient,Modern,similar,Ancient,left,0,1.5062393998960033,None,,,,,0,33,33,6,484.00737999996636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.00531299994327,484.00737999996636,484.99751150002703,484.99751150002703,484.99751150002703,484.99751150002703,484.99751150002703,484.99751150002703,485.0038766999496,486.51037579996046,left,0,1.5062393998960033,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,34,34,0,,,,,Curious,Inquisitive,Indifferent,Inquisitive,Indifferent,similar,Inquisitive,left,0,5.519211900071241,None,,,,,0,34,34,49,486.5233040000312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.52095100004226,486.5233040000312,487.5109537000535,487.5109537000535,487.5109537000535,487.5109537000535,487.5109537000535,487.5109537000535,487.51672630000394,493.03254869999364,left,0,5.519211900071241,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,35,35,0,,,,,Fresh,Novel,Rotten,Novel,Rotten,opposite,Rotten,right,0,3.9578031999990344,None,,,,,0,35,35,38,493.0497418999439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.04606890003197,493.0497418999439,494.0321317999624,494.0321317999624,494.0321317999624,494.0321317999624,494.0321317999624,494.0321317999624,494.03775579994544,497.9983527000295,right,0,3.9578031999990344,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
