thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.49074074074074076)],[np.float64(-0.29398148148148145)],[1],[0],[0],[6.4685329999774694],[None],10,0,10,0,18.865114100044593,,10,18.858107600128278,18.865114100044593,18.865114100044593,0.02891330001875758,25.326761899981648,[np.float64(0.49074074074074076)],[np.float64(-0.29398148148148145)],[1],[0],[0],[6.4685329999774694],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
11,0,11,[np.float64(-0.3090277777777778)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.5809138999320567],['Target'],11,0,11,0,25.357124000089243,,10,25.349819700000808,25.357124000089243,25.357124000089243,0.022821499966084957,26.93085420015268,[np.float64(-0.3090277777777778)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.5809138999320567],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
12,0,12,[np.float64(-0.024305555555555556)],[np.float64(0.26157407407407407)],[1],[0],[0],[2.041421900037676],['Target'],12,0,12,0,26.96843250002712,,10,26.96153170010075,26.96843250002712,26.96843250002712,0.03040499985218048,29.003069600090384,[np.float64(-0.024305555555555556)],[np.float64(0.26157407407407407)],[1],[0],[0],[2.041421900037676],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
13,0,13,[np.float64(0.33564814814814814)],[np.float64(0.3414351851851852)],[1],[0],[0],[1.565267400117591],['Target'],13,0,13,0,29.041533600073308,,10,29.033374699996784,29.041533600073308,29.041533600073308,0.03006490017287433,30.59873480000533,[np.float64(0.33564814814814814)],[np.float64(0.3414351851851852)],[1],[0],[0],[1.565267400117591],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
14,0,14,[np.float64(-0.36689814814814814)],[np.float64(-0.020833333333333332)],[1],[0],[0],[1.853916399879381],['Target'],14,0,14,0,30.642339100129902,,10,30.63359720003791,30.642339100129902,30.642339100129902,0.03467800002545118,32.487660499988124,[np.float64(-0.36689814814814814)],[np.float64(-0.020833333333333332)],[1],[0],[0],[1.853916399879381],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
15,0,15,[np.float64(-0.41087962962962965)],[np.float64(-0.1111111111111111)],[1],[0],[0],[1.0228250999934971],['Target'],15,0,15,0,32.5093231999781,,5,32.504155500093475,32.5093231999781,32.5093231999781,0.016147099900990725,33.527053700061515,[np.float64(-0.41087962962962965)],[np.float64(-0.1111111111111111)],[1],[0],[0],[1.0228250999934971],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
16,0,16,[np.float64(0.26157407407407407)],[np.float64(0.3541666666666667)],[1],[0],[0],[1.641083599999547],['Target'],16,0,16,0,33.55753800016828,,10,33.550311600090936,33.55753800016828,33.55753800016828,0.023042500019073486,35.1915315000806,[np.float64(0.26157407407407407)],[np.float64(0.3541666666666667)],[1],[0],[0],[1.641083599999547],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
17,0,17,[np.float64(0.32175925925925924)],[np.float64(0.20023148148148148)],[1],[0],[0],[5.124329699901864],[None],17,0,17,0,35.22285210015252,,10,35.21568590006791,35.22285210015252,35.22285210015252,0.02388649992644787,40.34010750008747,[np.float64(0.32175925925925924)],[np.float64(0.20023148148148148)],[1],[0],[0],[5.124329699901864],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
18,0,18,[np.float64(0.3599537037037037)],[np.float64(-0.4305555555555556)],[1],[0],[0],[1.8519848000723869],['Target'],18,0,18,0,40.36670020013116,,10,40.359541200101376,40.36670020013116,40.36670020013116,0.019251500023528934,42.21163330017589,[np.float64(0.3599537037037037)],[np.float64(-0.4305555555555556)],[1],[0],[0],[1.8519848000723869],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
19,0,19,[np.float64(-0.30439814814814814)],[np.float64(-0.3819444444444444)],[1],[0],[0],[3.1821818000171334],['Target'],19,0,19,0,42.23921230016276,,10,42.23168470012024,42.23921230016276,42.23921230016276,0.019857099978253245,45.41399840009399,[np.float64(-0.30439814814814814)],[np.float64(-0.3819444444444444)],[1],[0],[0],[3.1821818000171334],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
20,0,20,[np.float64(-0.11805555555555555)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.5461477001663297],['Target'],20,0,20,0,45.43671160005033,,5,45.4314298001118,45.43671160005033,45.43671160005033,0.01716289995238185,46.97764340019785,[np.float64(-0.11805555555555555)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.5461477001663297],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
21,0,21,[np.float64(0.32523148148148145)],[np.float64(0.19212962962962962)],[1],[0],[0],[1.5466481000185013],['Target'],21,0,21,0,47.01102880015969,,10,47.003908100072294,47.01102880015969,47.01102880015969,0.02615629998035729,48.55067900009453,[np.float64(0.32523148148148145)],[np.float64(0.19212962962962962)],[1],[0],[0],[1.5466481000185013],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
22,0,22,[np.float64(0.27546296296296297)],[np.float64(0.3125)],[1],[0],[0],[1.3883283999748528],['Target'],22,0,22,0,48.58421090012416,,10,48.576798600144684,48.58421090012416,48.58421090012416,0.02586450008675456,49.965230100089684,[np.float64(0.27546296296296297)],[np.float64(0.3125)],[1],[0],[0],[1.3883283999748528],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
23,0,23,[np.float64(-0.3333333333333333)],[np.float64(-0.010416666666666666)],[1],[0],[0],[1.453915299847722],['Target'],23,0,23,0,49.99221500009298,,10,49.98466050019488,49.99221500009298,49.99221500009298,0.019222999922931194,51.438685700064525,[np.float64(-0.3333333333333333)],[np.float64(-0.010416666666666666)],[1],[0],[0],[1.453915299847722],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
24,0,24,[np.float64(-0.024305555555555556)],[np.float64(0.3113425925925926)],[1],[0],[0],[1.3690307000651956],['Target'],24,0,24,0,51.4729313000571,,10,51.465826800093055,51.4729313000571,51.4729313000571,0.026889599859714508,52.834961800137535,[np.float64(-0.024305555555555556)],[np.float64(0.3113425925925926)],[1],[0],[0],[1.3690307000651956],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
25,0,25,[np.float64(-0.5138888888888888)],[np.float64(-0.11689814814814815)],[1],[0],[0],[1.3948742998763919],['Target'],25,0,25,0,52.861215400043875,,10,52.85428340011276,52.861215400043875,52.861215400043875,0.019121599849313498,54.249279000097886,[np.float64(-0.5138888888888888)],[np.float64(-0.11689814814814815)],[1],[0],[0],[1.3948742998763919],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
26,0,26,[np.float64(-0.12268518518518519)],[np.float64(-0.46875)],[1],[0],[0],[3.113621399970725],['Target'],26,0,26,0,54.27959190006368,,10,54.27132160007022,54.27959190006368,54.27959190006368,0.021791699808090925,57.385080700041726,[np.float64(-0.12268518518518519)],[np.float64(-0.46875)],[1],[0],[0],[3.113621399970725],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
27,0,27,[np.float64(0.26273148148148145)],[np.float64(0.42824074074074076)],[1],[0],[0],[2.171331299934536],['Target'],27,0,27,0,57.40797140006907,,5,57.40283100004308,57.40797140006907,57.40797140006907,0.01690510008484125,59.57426710007712,[np.float64(0.26273148148148145)],[np.float64(0.42824074074074076)],[1],[0],[0],[2.171331299934536],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
28,0,28,[np.float64(-0.24305555555555555)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.5993854999542236],['Target'],28,0,28,0,59.59209410008043,,5,59.58722360013053,59.59209410008043,59.59209410008043,0.012779500102624297,61.18669130001217,[np.float64(-0.24305555555555555)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.5993854999542236],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
29,0,29,[np.float64(0.47337962962962965)],[np.float64(0.037037037037037035)],[1],[0],[0],[1.784724600147456],['Target'],29,0,29,0,61.21663200017065,,10,61.2096818999853,61.21663200017065,61.21663200017065,0.022863199934363365,62.99451049999334,[np.float64(0.47337962962962965)],[np.float64(0.037037037037037035)],[1],[0],[0],[1.784724600147456],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
30,0,30,[np.float64(-0.2789351851851852)],[np.float64(0.4444444444444444)],[1],[0],[0],[5.0738515998236835],['Target'],30,0,30,0,63.02395040006377,,10,63.017189800040796,63.02395040006377,63.02395040006377,0.02245829999446869,68.09116569999605,[np.float64(-0.2789351851851852)],[np.float64(0.4444444444444444)],[1],[0],[0],[5.0738515998236835],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
31,0,31,[np.float64(0.38657407407407407)],[np.float64(-0.37037037037037035)],[1],[0],[0],[2.4100515998434275],['Target'],31,0,31,0,68.11632909998298,,5,68.1104292999953,68.11632909998298,68.11632909998298,0.019015700090676546,70.5205825001467,[np.float64(0.38657407407407407)],[np.float64(-0.37037037037037035)],[1],[0],[0],[2.4100515998434275],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
32,0,32,[np.float64(0.1412037037037037)],[np.float64(-0.12731481481481483)],[1],[0],[0],[1.4254254000261426],['Target'],32,0,32,0,70.5403036000207,,5,70.53538570017554,70.5403036000207,70.5403036000207,0.014606900047510862,71.96089250012301,[np.float64(0.1412037037037037)],[np.float64(-0.12731481481481483)],[1],[0],[0],[1.4254254000261426],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
33,0,33,[np.float64(-0.17824074074074073)],[np.float64(0.09953703703703703)],[1],[0],[0],[1.5914390999823809],['Target'],33,0,33,0,71.98069920018315,,5,71.97483670013025,71.98069920018315,71.98069920018315,0.013809900032356381,73.56648110016249,[np.float64(-0.17824074074074073)],[np.float64(0.09953703703703703)],[1],[0],[0],[1.5914390999823809],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
34,0,34,[np.float64(0.47800925925925924)],[np.float64(-0.1875)],[1],[0],[0],[2.9029320999979973],['Target'],34,0,34,0,73.58833390008658,,5,73.58274910016917,73.58833390008658,73.58833390008658,0.01601279992610216,76.48580000014044,[np.float64(0.47800925925925924)],[np.float64(-0.1875)],[1],[0],[0],[2.9029320999979973],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
35,0,35,[np.float64(-0.30324074074074076)],[np.float64(-0.06828703703703703)],[1],[0],[0],[1.1956974000204355],['Target'],35,0,35,0,76.50916900020093,,5,76.50386040005833,76.50916900020093,76.50916900020093,0.017851899843662977,77.69966580020264,[np.float64(-0.30324074074074076)],[np.float64(-0.06828703703703703)],[1],[0],[0],[1.1956974000204355],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
36,0,36,[np.float64(-0.3414351851851852)],[np.float64(0.41087962962962965)],[1],[0],[0],[3.09466729988344],['Target'],36,0,36,0,77.7223718999885,,5,77.71723950002342,77.7223718999885,77.7223718999885,0.017384400125592947,80.8120162000414,[np.float64(-0.3414351851851852)],[np.float64(0.41087962962962965)],[1],[0],[0],[3.09466729988344],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
37,0,37,[np.float64(0.49421296296296297)],[np.float64(0.28587962962962965)],[1],[0],[0],[2.8002863000147045],['Target'],37,0,37,0,80.84588550007902,,10,80.83899940014817,80.84588550007902,80.84588550007902,0.026788000017404556,83.63939630007371,[np.float64(0.49421296296296297)],[np.float64(0.28587962962962965)],[1],[0],[0],[2.8002863000147045],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
38,0,38,[np.float64(0.011574074074074073)],[np.float64(-0.3402777777777778)],[1],[0],[0],[3.3042831998318434],['Target'],38,0,38,0,83.68187119998038,,10,83.67104130005464,83.68187119998038,83.68187119998038,0.03142709983512759,86.97542860009708,[np.float64(0.011574074074074073)],[np.float64(-0.3402777777777778)],[1],[0],[0],[3.3042831998318434],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
39,0,39,[np.float64(-0.1087962962962963)],[np.float64(0.3263888888888889)],[1],[0],[0],[1.305645199958235],['Target'],39,0,39,0,86.9977808999829,,5,86.99235730012879,86.9977808999829,86.9977808999829,0.016681999899446964,88.29808670002967,[np.float64(-0.1087962962962963)],[np.float64(0.3263888888888889)],[1],[0],[0],[1.305645199958235],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
40,0,40,[np.float64(0.4085648148148148)],[np.float64(-0.06828703703703703)],[1],[0],[0],[1.7759591001085937],['Target'],40,0,40,0,88.32439120020717,,10,88.31734280008823,88.32439120020717,88.32439120020717,0.019106999970972538,90.09336420008913,[np.float64(0.4085648148148148)],[np.float64(-0.06828703703703703)],[1],[0],[0],[1.7759591001085937],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
41,0,41,[np.float64(-0.33101851851851855)],[np.float64(0.1736111111111111)],[1],[0],[0],[1.930752000072971],['Target'],41,0,41,0,90.11779700010084,,5,90.11129800020717,90.11779700010084,90.11779700010084,0.017834199825301766,92.04215470002964,[np.float64(-0.33101851851851855)],[np.float64(0.1736111111111111)],[1],[0],[0],[1.930752000072971],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
42,0,42,[np.float64(0.03356481481481482)],[np.float64(0.0625)],[1],[0],[0],[1.4728049000259489],[None],42,0,42,0,92.07071860018186,,10,92.06377060012892,92.07071860018186,92.07071860018186,0.02139739994890988,93.53665420017205,[np.float64(0.03356481481481482)],[np.float64(0.0625)],[1],[0],[0],[1.4728049000259489],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
43,0,43,[np.float64(0.31712962962962965)],[np.float64(-0.3194444444444444)],[1],[0],[0],[6.813778400188312],['Target'],43,0,43,0,93.55139200016856,,5,93.54646220011637,93.55139200016856,93.55139200016856,0.009655300062149763,100.36035159998573,[np.float64(0.31712962962962965)],[np.float64(-0.3194444444444444)],[1],[0],[0],[6.813778400188312],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
44,0,44,[np.float64(-0.13310185185185186)],[np.float64(0.2708333333333333)],[1],[0],[0],[5.193804800044745],['Target'],44,0,44,0,100.38857320020907,,5,100.37978509999812,100.38857320020907,100.38857320020907,0.019274199847131968,105.57363440003246,[np.float64(-0.13310185185185186)],[np.float64(0.2708333333333333)],[1],[0],[0],[5.193804800044745],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
45,0,45,[np.float64(-0.4652777777777778)],[np.float64(-0.14351851851851852)],[1],[0],[0],[9.716275499900803],['Target'],45,0,45,0,105.58961310004815,,5,105.5837272000499,105.58961310004815,105.58961310004815,0.00999179994687438,115.30011220020242,[np.float64(-0.4652777777777778)],[np.float64(-0.14351851851851852)],[1],[0],[0],[9.716275499900803],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
46,0,46,[np.float64(-0.41435185185185186)],[np.float64(0.018518518518518517)],[1],[0],[0],[6.477257299935445],[None],46,0,46,0,115.32777720014565,,5,115.31803010008298,115.32777720014565,115.32777720014565,0.017743599833920598,121.79536230000667,[np.float64(-0.41435185185185186)],[np.float64(0.018518518518518517)],[1],[0],[0],[6.477257299935445],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
47,0,47,[np.float64(-0.1284722222222222)],[np.float64(0.28587962962962965)],[1],[0],[0],[1.1264508999884129],['Target'],47,0,47,0,121.8162045001518,,5,121.80856130016036,121.8162045001518,121.8162045001518,0.013073200127109885,122.9351689000614,[np.float64(-0.1284722222222222)],[np.float64(0.28587962962962965)],[1],[0],[0],[1.1264508999884129],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
48,0,48,[np.float64(-0.3113425925925926)],[np.float64(0.09027777777777778)],[1],[0],[0],[1.1317508001811802],['Target'],48,0,48,0,122.97375700017437,,10,122.96711269998923,122.97375700017437,122.97375700017437,0.031778200063854456,124.09891650010832,[np.float64(-0.3113425925925926)],[np.float64(0.09027777777777778)],[1],[0],[0],[1.1317508001811802],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
49,0,49,[np.float64(0.0763888888888889)],[np.float64(-0.1400462962962963)],[1],[0],[0],[2.096849099965766],['Target'],49,0,49,0,124.11419500014745,,5,124.10893450002186,124.11419500014745,124.11419500014745,0.00990740000270307,126.20589630003087,[np.float64(0.0763888888888889)],[np.float64(-0.1400462962962963)],[1],[0],[0],[2.096849099965766],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
50,0,50,[np.float64(-0.39814814814814814)],[np.float64(-0.30671296296296297)],[1],[0],[0],[2.371482799993828],['Target'],50,0,50,0,126.2255082000047,,5,126.22057820018381,126.2255082000047,126.2255082000047,0.014485699823126197,128.59214560012333,[np.float64(-0.39814814814814814)],[np.float64(-0.30671296296296297)],[1],[0],[0],[2.371482799993828],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
51,0,51,[np.float64(-0.3715277777777778)],[np.float64(-0.03009259259259259)],[1],[0],[0],[0.9920311002060771],['Target'],51,0,51,0,128.62170870020054,,10,128.6141928001307,128.62170870020054,128.62170870020054,0.02189759979955852,129.6063291002065,[np.float64(-0.3715277777777778)],[np.float64(-0.03009259259259259)],[1],[0],[0],[0.9920311002060771],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
52,0,52,[np.float64(-0.1550925925925926)],[np.float64(0.04282407407407408)],[1],[0],[0],[1.1700716000050306],['Target'],52,0,52,0,129.62478980002925,,5,129.62006320012733,129.62478980002925,129.62478980002925,0.013531100004911423,130.7902361000888,[np.float64(-0.1550925925925926)],[np.float64(0.04282407407407408)],[1],[0],[0],[1.1700716000050306],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
53,0,53,[np.float64(0.16898148148148148)],[np.float64(0.1388888888888889)],[1],[0],[0],[2.889497999800369],['Target'],53,0,53,0,130.81816160003655,,5,130.8093914000783,130.81816160003655,130.81816160003655,0.01899280003271997,133.6989551000297,[np.float64(0.16898148148148148)],[np.float64(0.1388888888888889)],[1],[0],[0],[2.889497999800369],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
54,0,54,[np.float64(-0.3263888888888889)],[np.float64(0.2916666666666667)],[1],[0],[0],[1.2622152001131326],[None],54,0,54,0,133.71591110015288,,5,133.71070890012197,133.71591110015288,133.71591110015288,0.011623800033703446,134.97304469998926,[np.float64(-0.3263888888888889)],[np.float64(0.2916666666666667)],[1],[0],[0],[1.2622152001131326],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
55,0,55,[np.float64(-0.1087962962962963)],[np.float64(0.28935185185185186)],[1],[0],[0],[1.5780414999462664],['Target'],55,0,55,0,135.01564700016752,,10,135.00741840014234,135.01564700016752,135.01564700016752,0.034129299921914935,136.58554840018041,[np.float64(-0.1087962962962963)],[np.float64(0.28935185185185186)],[1],[0],[0],[1.5780414999462664],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
56,0,56,[np.float64(0.1909722222222222)],[np.float64(-0.3101851851851852)],[1],[0],[0],[1.8862862000241876],['Target'],56,0,56,0,136.60479240003042,,5,136.59791780007072,136.60479240003042,136.60479240003042,0.01218960015103221,138.48429800011218,[np.float64(0.1909722222222222)],[np.float64(-0.3101851851851852)],[1],[0],[0],[1.8862862000241876],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
57,0,57,[np.float64(0.4513888888888889)],[np.float64(-0.27314814814814814)],[1],[0],[0],[2.0102929999120533],[None],57,0,57,0,138.51120300008915,,5,138.50312590016983,138.51120300008915,138.51120300008915,0.018653499893844128,140.51346490019932,[np.float64(0.4513888888888889)],[np.float64(-0.27314814814814814)],[1],[0],[0],[2.0102929999120533],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
58,0,58,[np.float64(-0.006944444444444444)],[np.float64(0.25462962962962965)],[1],[0],[0],[5.1008828999474645],[None],58,0,58,0,140.556971100159,,10,140.54549410007894,140.556971100159,140.556971100159,0.03195809992030263,145.6464748000726,[np.float64(-0.006944444444444444)],[np.float64(0.25462962962962965)],[1],[0],[0],[5.1008828999474645],[None],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
59,0,59,[np.float64(0.4976851851851852)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.9389772999566048],['Target'],59,0,59,0,145.68313160003163,,10,145.67051990004256,145.68313160003163,145.68313160003163,0.023810400161892176,147.60961460019462,[np.float64(0.4976851851851852)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.9389772999566048],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
60,0,60,[np.float64(0.3726851851851852)],[np.float64(0.1111111111111111)],[1],[0],[0],[8.64678639988415],['Target'],60,0,60,0,147.63968540006317,,10,147.631418999983,147.63968540006317,147.63968540006317,0.02154710004106164,156.27833690005355,[np.float64(0.3726851851851852)],[np.float64(0.1111111111111111)],[1],[0],[0],[8.64678639988415],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
61,0,61,[np.float64(0.42476851851851855)],[np.float64(-0.33912037037037035)],[1],[0],[0],[1.8042234999593347],['Target'],61,0,61,0,156.3196663002018,,10,156.31053420016542,156.3196663002018,156.3196663002018,0.03194959997199476,158.11487819999456,[np.float64(0.42476851851851855)],[np.float64(-0.33912037037037035)],[1],[0],[0],[1.8042234999593347],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
62,0,62,[np.float64(-0.11342592592592593)],[np.float64(-0.41898148148148145)],[1],[0],[0],[1.8888931998517364],['Target'],62,0,62,0,158.15593110001646,,10,158.1401844001375,158.15593110001646,158.15593110001646,0.025042099878191948,160.02919070003554,[np.float64(-0.11342592592592593)],[np.float64(-0.41898148148148145)],[1],[0],[0],[1.8888931998517364],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
63,0,63,[np.float64(0.42939814814814814)],[np.float64(0.39467592592592593)],[1],[0],[0],[3.7834344999864697],['Target'],63,0,63,0,160.0708670001477,,10,160.06259880005382,160.0708670001477,160.0708670001477,0.033185699954628944,163.84610930015333,[np.float64(0.42939814814814814)],[np.float64(0.39467592592592593)],[1],[0],[0],[3.7834344999864697],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
64,0,64,[np.float64(-0.41898148148148145)],[np.float64(0.4039351851851852)],[1],[0],[0],[1.8626285998616368],['Target'],64,0,64,0,163.87069970020093,,5,163.86335080000572,163.87069970020093,163.87069970020093,0.01709589990787208,165.7260865001008,[np.float64(-0.41898148148148145)],[np.float64(0.4039351851851852)],[1],[0],[0],[1.8626285998616368],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
65,0,65,[np.float64(0.052083333333333336)],[np.float64(0.4722222222222222)],[1],[0],[0],[1.7492554998025298],['Target'],65,0,65,0,165.76380580011755,,10,165.75676720007323,165.76380580011755,165.76380580011755,0.030477599939331412,167.50610040011816,[np.float64(0.052083333333333336)],[np.float64(0.4722222222222222)],[1],[0],[0],[1.7492554998025298],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
66,0,66,[np.float64(0.056712962962962965)],[np.float64(0.4699074074074074)],[1],[0],[0],[2.821447500027716],['Target'],66,0,66,0,167.52821810008027,,5,167.52282449998893,167.52821810008027,167.52821810008027,0.01656559994444251,170.34437760012224,[np.float64(0.056712962962962965)],[np.float64(0.4699074074074074)],[1],[0],[0],[2.821447500027716],['Target'],076066,001,2025-09-30_19h20.47.043,Visual search,,2025.1.1,119.34897530969072,2025-09-30 19h20.48.164471 +0530,
