thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.42939814814814814)],[np.float64(-0.4652777777777778)],[1],[0],[0],[5.3201055999379605],['Target'],10,0,10,0,20.134040399920195,,10,20.125637999968603,20.134040399920195,20.134040399920195,0.021300399908795953,25.445828499970958,[np.float64(-0.42939814814814814)],[np.float64(-0.4652777777777778)],[1],[0],[0],[5.3201055999379605],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
11,0,11,[np.float64(-0.06018518518518518)],[np.float64(-0.0787037037037037)],[1],[0],[0],[1.9190660999156535],['Target'],11,0,11,0,25.47318179998547,,5,25.46539739985019,25.47318179998547,25.47318179998547,0.019404900027438998,27.384555999888107,[np.float64(-0.06018518518518518)],[np.float64(-0.0787037037037037)],[1],[0],[0],[1.9190660999156535],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
12,0,12,[np.float64(-0.5023148148148148)],[np.float64(-0.028935185185185185)],[1],[0],[0],[1.8399868998676538],['Target'],12,0,12,0,27.41450049984269,,10,27.407468299847096,27.41450049984269,27.41450049984269,0.022718500113114715,29.24757649982348,[np.float64(-0.5023148148148148)],[np.float64(-0.028935185185185185)],[1],[0],[0],[1.8399868998676538],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
13,0,13,[np.float64(0.2986111111111111)],[np.float64(-0.41435185185185186)],[1],[0],[0],[1.9474492000881582],['Target'],13,0,13,0,29.26829299982637,,5,29.263472699793056,29.26829299982637,29.26829299982637,0.015641999896615744,31.21104109985754,[np.float64(0.2986111111111111)],[np.float64(-0.41435185185185186)],[1],[0],[0],[1.9474492000881582],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
14,0,14,[np.float64(-0.2534722222222222)],[np.float64(-0.21875)],[1],[0],[0],[1.91883059986867],['Target'],14,0,14,0,31.233513299841434,,5,31.228219099808484,31.233513299841434,31.233513299841434,0.016956700012087822,33.147098399931565,[np.float64(-0.2534722222222222)],[np.float64(-0.21875)],[1],[0],[0],[1.91883059986867],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
15,0,15,[np.float64(-0.019675925925925927)],[np.float64(-0.20601851851851852)],[1],[0],[0],[1.5896488002035767],['Target'],15,0,15,0,33.16144619998522,,5,33.15655979979783,33.16144619998522,33.16144619998522,0.00937900017015636,34.74631899991073,[np.float64(-0.019675925925925927)],[np.float64(-0.20601851851851852)],[1],[0],[0],[1.5896488002035767],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
16,0,16,[np.float64(0.2800925925925926)],[np.float64(0.11226851851851852)],[1],[0],[0],[1.4664133000187576],['Target'],16,0,16,0,34.765690999804065,,5,34.760281999828294,34.765690999804065,34.765690999804065,0.013769300188869238,36.22681999998167,[np.float64(0.2800925925925926)],[np.float64(0.11226851851851852)],[1],[0],[0],[1.4664133000187576],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
17,0,17,[np.float64(-0.4479166666666667)],[np.float64(-0.33564814814814814)],[1],[0],[0],[1.6978978998959064],['Target'],17,0,17,0,36.258362900000066,,10,36.25130119989626,36.258362900000066,36.258362900000066,0.024254600051790476,37.949309499934316,[np.float64(-0.4479166666666667)],[np.float64(-0.33564814814814814)],[1],[0],[0],[1.6978978998959064],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
18,0,18,[np.float64(0.18981481481481483)],[np.float64(-0.3587962962962963)],[1],[0],[0],[1.3560411999933422],[None],18,0,18,0,37.97261719987728,,5,37.96743049984798,37.97261719987728,37.97261719987728,0.017895099939778447,39.32357949996367,[np.float64(0.18981481481481483)],[np.float64(-0.3587962962962963)],[1],[0],[0],[1.3560411999933422],[None],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
19,0,19,[np.float64(0.42824074074074076)],[np.float64(0.3101851851851852)],[1],[0],[0],[1.2189605999737978],['Target'],19,0,19,0,39.3574624999892,,10,39.35053209983744,39.3574624999892,39.3574624999892,0.026759999804198742,40.56958879996091,[np.float64(0.42824074074074076)],[np.float64(0.3101851851851852)],[1],[0],[0],[1.2189605999737978],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
20,0,20,[np.float64(0.037037037037037035)],[np.float64(-0.2048611111111111)],[1],[0],[0],[1.1877882999833673],['Target'],20,0,20,0,40.604144299868494,,10,40.59645770001225,40.604144299868494,40.604144299868494,0.026653500040993094,41.784330799942836,[np.float64(0.037037037037037035)],[np.float64(-0.2048611111111111)],[1],[0],[0],[1.1877882999833673],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
21,0,21,[np.float64(-0.29282407407407407)],[np.float64(0.06481481481481481)],[1],[0],[0],[1.6495453999377787],['Target'],21,0,21,0,41.82047199993394,,10,41.81374010001309,41.82047199993394,41.82047199993394,0.02922739996574819,43.46339269983582,[np.float64(-0.29282407407407407)],[np.float64(0.06481481481481481)],[1],[0],[0],[1.6495453999377787],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
22,0,22,[np.float64(-0.09837962962962964)],[np.float64(0.24305555555555555)],[1],[0],[0],[1.223204400157556],['Target'],22,0,22,0,43.48984059994109,,5,43.4819216998294,43.48984059994109,43.48984059994109,0.018328199861571193,44.705232499865815,[np.float64(-0.09837962962962964)],[np.float64(0.24305555555555555)],[1],[0],[0],[1.223204400157556],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
23,0,23,[np.float64(-0.027777777777777776)],[np.float64(-0.29398148148148145)],[1],[0],[0],[1.5208177000749856],['Target'],23,0,23,0,44.72601109999232,,5,44.72092709993012,44.72601109999232,44.72601109999232,0.0154853998683393,46.2418479998596,[np.float64(-0.027777777777777776)],[np.float64(-0.29398148148148145)],[1],[0],[0],[1.5208177000749856],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
24,0,24,[np.float64(0.4027777777777778)],[np.float64(0.3958333333333333)],[1],[0],[0],[1.6278621000237763],['Target'],24,0,24,0,46.26919029979035,,10,46.26163199986331,46.26919029979035,46.26919029979035,0.019606699934229255,47.889644799986854,[np.float64(0.4027777777777778)],[np.float64(0.3958333333333333)],[1],[0],[0],[1.6278621000237763],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
25,0,25,[np.float64(0.1087962962962963)],[np.float64(-0.1076388888888889)],[1],[0],[0],[1.2638548999093473],['Target'],25,0,25,0,47.91169919981621,,5,47.90654270001687,47.91169919981621,47.91169919981621,0.016576900146901608,49.17053549992852,[np.float64(0.1087962962962963)],[np.float64(-0.1076388888888889)],[1],[0],[0],[1.2638548999093473],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
26,0,26,[np.float64(0.11342592592592593)],[np.float64(0.08449074074074074)],[1],[0],[0],[1.2776250999886543],['Target'],26,0,26,0,49.20701159979217,,10,49.19908299995586,49.20701159979217,49.20701159979217,0.02833110000938177,50.47684309980832,[np.float64(0.11342592592592593)],[np.float64(0.08449074074074074)],[1],[0],[0],[1.2776250999886543],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
27,0,27,[np.float64(0.4699074074074074)],[np.float64(-0.2881944444444444)],[1],[0],[0],[1.3977117000613362],['Target'],27,0,27,0,50.49901959998533,,5,50.49380830000155,50.49901959998533,50.49901959998533,0.01668570004403591,51.89163749990985,[np.float64(0.4699074074074074)],[np.float64(-0.2881944444444444)],[1],[0],[0],[1.3977117000613362],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
28,0,28,[np.float64(0.3159722222222222)],[np.float64(-0.2835648148148148)],[1],[0],[0],[1.2477338998578489],['Target'],28,0,28,0,51.92937189992517,,10,51.922392799984664,51.92937189992517,51.92937189992517,0.030553200049325824,53.17019580001943,[np.float64(0.3159722222222222)],[np.float64(-0.2835648148148148)],[1],[0],[0],[1.2477338998578489],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
29,0,29,[np.float64(0.09722222222222222)],[np.float64(0.24305555555555555)],[1],[0],[0],[1.318015000084415],['Target'],29,0,29,0,53.203022399917245,,10,53.193486999953166,53.203022399917245,53.203022399917245,0.023171799955889583,54.51160359987989,[np.float64(0.09722222222222222)],[np.float64(0.24305555555555555)],[1],[0],[0],[1.318015000084415],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
30,0,30,[np.float64(0.2175925925925926)],[np.float64(0.08796296296296297)],[1],[0],[0],[1.4805432001594454],['Target'],30,0,30,0,54.53165809996426,,5,54.5267201999668,54.53165809996426,54.53165809996426,0.014888499863445759,56.00735089997761,[np.float64(0.2175925925925926)],[np.float64(0.08796296296296297)],[1],[0],[0],[1.4805432001594454],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
31,0,31,[np.float64(-0.2800925925925926)],[np.float64(0.2013888888888889)],[1],[0],[0],[1.3955784998834133],['Target'],31,0,31,0,56.03419779986143,,10,56.0268140998669,56.03419779986143,56.03419779986143,0.01931379991583526,57.422495199833065,[np.float64(-0.2800925925925926)],[np.float64(0.2013888888888889)],[1],[0],[0],[1.3955784998834133],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
32,0,32,[np.float64(-0.2777777777777778)],[np.float64(-0.4652777777777778)],[1],[0],[0],[1.6162910000421107],['Target'],32,0,32,0,57.44123479980044,,5,57.43608189979568,57.44123479980044,57.44123479980044,0.013385700061917305,59.05248759989627,[np.float64(-0.2777777777777778)],[np.float64(-0.4652777777777778)],[1],[0],[0],[1.6162910000421107],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
33,0,33,[np.float64(-0.4664351851851852)],[np.float64(0.40625)],[1],[0],[0],[1.9773216000758111],['Target'],33,0,33,0,59.099348000017926,,10,59.087939199991524,59.099348000017926,59.099348000017926,0.03524890006519854,61.06537229986861,[np.float64(-0.4664351851851852)],[np.float64(0.40625)],[1],[0],[0],[1.9773216000758111],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
34,0,34,[np.float64(0.18981481481481483)],[np.float64(0.42939814814814814)],[1],[0],[0],[1.798614300088957],['Target'],34,0,34,0,61.08533489983529,,5,61.08043419988826,61.08533489983529,61.08533489983529,0.014812999870628119,62.87917369999923,[np.float64(0.18981481481481483)],[np.float64(0.42939814814814814)],[1],[0],[0],[1.798614300088957],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
35,0,35,[np.float64(-0.23726851851851852)],[np.float64(0.43287037037037035)],[1],[0],[0],[1.419121399987489],['Target'],35,0,35,0,62.92790049989708,,10,62.914873000001535,62.92790049989708,62.92790049989708,0.03550649993121624,64.33407729980536,[np.float64(-0.23726851851851852)],[np.float64(0.43287037037037035)],[1],[0],[0],[1.419121399987489],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
36,0,36,[np.float64(-0.20023148148148148)],[np.float64(0.3194444444444444)],[1],[0],[0],[1.3373397998511791],['Target'],36,0,36,0,64.36072209989652,,10,64.35346889984794,64.36072209989652,64.36072209989652,0.019190100021660328,65.69092019996606,[np.float64(-0.20023148148148148)],[np.float64(0.3194444444444444)],[1],[0],[0],[1.3373397998511791],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
37,0,37,[np.float64(0.15046296296296297)],[np.float64(0.44560185185185186)],[1],[0],[0],[3.0979412000160664],['Target'],37,0,37,0,65.71941089979373,,10,65.71224459982477,65.71941089979373,65.71941089979373,0.021088500041514635,68.81030399980955,[np.float64(0.15046296296296297)],[np.float64(0.44560185185185186)],[1],[0],[0],[3.0979412000160664],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
38,0,38,[np.float64(0.06365740740740741)],[np.float64(-0.46064814814814814)],[1],[0],[0],[3.875724700046703],['Target'],38,0,38,0,68.84515479998663,,10,68.83749179984443,68.84515479998663,68.84515479998663,0.026948499958962202,72.71333299996331,[np.float64(0.06365740740740741)],[np.float64(-0.46064814814814814)],[1],[0],[0],[3.875724700046703],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
39,0,39,[np.float64(0.41782407407407407)],[np.float64(0.32060185185185186)],[1],[0],[0],[1.1292764998506755],['Target'],39,0,39,0,72.73638359992765,,5,72.73062019981444,72.73638359992765,72.73638359992765,0.017064800020307302,73.8599803999532,[np.float64(0.41782407407407407)],[np.float64(0.32060185185185186)],[1],[0],[0],[1.1292764998506755],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
40,0,40,[np.float64(-0.08564814814814815)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.1970302001573145],['Target'],40,0,40,0,73.89307149988599,,10,73.8854519999586,73.89307149988599,73.89307149988599,0.02531609986908734,75.08258829987608,[np.float64(-0.08564814814814815)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.1970302001573145],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
41,0,41,[np.float64(0.49074074074074076)],[np.float64(0.24074074074074073)],[1],[0],[0],[1.1007067000027746],['Target'],41,0,41,0,75.1030731999781,,5,75.09787909989245,75.1030731999781,75.1030731999781,0.015049400040879846,76.19869829993695,[np.float64(0.49074074074074076)],[np.float64(0.24074074074074073)],[1],[0],[0],[1.1007067000027746],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
42,0,42,[np.float64(0.37037037037037035)],[np.float64(-0.16782407407407407)],[1],[0],[0],[1.2947037001140416],['Target'],42,0,42,0,76.22651169984601,,5,76.21717739989981,76.22651169984601,76.22651169984601,0.0182950000744313,77.5119693998713,[np.float64(0.37037037037037035)],[np.float64(-0.16782407407407407)],[1],[0],[0],[1.2947037001140416],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
43,0,43,[np.float64(0.32407407407407407)],[np.float64(0.22569444444444445)],[1],[0],[0],[1.143869600025937],['Target'],43,0,43,0,77.55808190000243,,10,77.54929819982499,77.55808190000243,77.55808190000243,0.03715610015206039,78.69326959992759,[np.float64(0.32407407407407407)],[np.float64(0.22569444444444445)],[1],[0],[0],[1.143869600025937],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
44,0,44,[np.float64(-0.22453703703703703)],[np.float64(-0.11921296296296297)],[1],[0],[0],[1.5771400001831353],['Target'],44,0,44,0,78.72117329994217,,10,78.71409689984284,78.72117329994217,78.72117329994217,0.020591699983924627,80.29135159985162,[np.float64(-0.22453703703703703)],[np.float64(-0.11921296296296297)],[1],[0],[0],[1.5771400001831353],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
45,0,45,[np.float64(0.38078703703703703)],[np.float64(-0.003472222222222222)],[1],[0],[0],[1.2992535999510437],['Target'],45,0,45,0,80.32033139979467,,10,80.31312779989094,80.32033139979467,80.32033139979467,0.021538899978622794,81.61248549981974,[np.float64(0.38078703703703703)],[np.float64(-0.003472222222222222)],[1],[0],[0],[1.2992535999510437],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
46,0,46,[np.float64(-0.41203703703703703)],[np.float64(-0.30439814814814814)],[1],[0],[0],[1.9599998001940548],['Target'],46,0,46,0,81.64033869979903,,10,81.63333579991013,81.64033869979903,81.64033869979903,0.020648699952289462,83.59344709990546,[np.float64(-0.41203703703703703)],[np.float64(-0.30439814814814814)],[1],[0],[0],[1.9599998001940548],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
47,0,47,[np.float64(0.1712962962962963)],[np.float64(-0.34375)],[1],[0],[0],[2.0290216000285],['Target'],47,0,47,0,83.62469739979133,,10,83.61752799991518,83.62469739979133,83.62469739979133,0.023848099866881967,85.64667099993676,[np.float64(0.1712962962962963)],[np.float64(-0.34375)],[1],[0],[0],[2.0290216000285],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
48,0,48,[np.float64(0.30092592592592593)],[np.float64(0.18287037037037038)],[1],[0],[0],[1.3853716999292374],['Target'],48,0,48,0,85.6769865998067,,10,85.66852319985628,85.6769865998067,85.6769865998067,0.02161059994250536,87.05399809987284,[np.float64(0.30092592592592593)],[np.float64(0.18287037037037038)],[1],[0],[0],[1.3853716999292374],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
49,0,49,[np.float64(-0.03819444444444445)],[np.float64(-0.17939814814814814)],[1],[0],[0],[1.612577199935913],['Target'],49,0,49,0,87.10081309988163,,10,87.08841099985875,87.10081309988163,87.10081309988163,0.03422060003504157,88.70109519991092,[np.float64(-0.03819444444444445)],[np.float64(-0.17939814814814814)],[1],[0],[0],[1.612577199935913],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
50,0,50,[np.float64(-0.43171296296296297)],[np.float64(-0.06828703703703703)],[1],[0],[0],[1.5630756998434663],['Target'],50,0,50,0,88.73684079991654,,10,88.72669809986837,88.73684079991654,88.73684079991654,0.025361299980431795,90.28987809992395,[np.float64(-0.43171296296296297)],[np.float64(-0.06828703703703703)],[1],[0],[0],[1.5630756998434663],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
51,0,51,[np.float64(-0.38310185185185186)],[np.float64(0.3159722222222222)],[1],[0],[0],[1.4128048999700695],['Target'],51,0,51,0,90.3166030999273,,5,90.30873119994067,90.3166030999273,90.3166030999273,0.01864879997447133,91.72163489996456,[np.float64(-0.38310185185185186)],[np.float64(0.3159722222222222)],[1],[0],[0],[1.4128048999700695],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
52,0,52,[np.float64(-0.25578703703703703)],[np.float64(-0.2986111111111111)],[1],[0],[0],[1.6223651999607682],['Target'],52,0,52,0,91.75471000000834,,10,91.74497030000202,91.75471000000834,91.75471000000834,0.023147800005972385,93.36744059994817,[np.float64(-0.25578703703703703)],[np.float64(-0.2986111111111111)],[1],[0],[0],[1.6223651999607682],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
53,0,53,[np.float64(0.14467592592592593)],[np.float64(-0.43171296296296297)],[1],[0],[0],[1.6246782999951392],['Target'],53,0,53,0,93.3865189999342,,5,93.38171190000139,93.3865189999342,93.3865189999342,0.01404059980995953,95.00649109994993,[np.float64(0.14467592592592593)],[np.float64(-0.43171296296296297)],[1],[0],[0],[1.6246782999951392],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
54,0,54,[np.float64(0.39699074074074076)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.5594907999038696],['Target'],54,0,54,0,95.04647509986535,,10,95.03591199987568,95.04647509986535,95.04647509986535,0.029266499914228916,96.59549739980139,[np.float64(0.39699074074074076)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.5594907999038696],['Target'],430052,001,2025-09-30_19h14.11.108,Visual search,,2025.1.1,119.66231277807508,2025-09-30 19h14.12.130534 +0530,
