Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
Easy,Effortless,Arduous,Effortless,Arduous,similar,Effortless,39,39,0,left,0,9.2991277,None,,,,,,,,,,,,0,39,39,2,,,,,284.141558,,,,,,,,,284.1365779,284.141558,284.141558,284.141558,284.6213458,284.6213458,284.6213458,284.6213458,284.6382688,293.4472078,left,0,9.2991277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Bitter,Acrid,Sweet,Acrid,Sweet,similar,Acrid,40,40,0,left,0,5.4908386,None,,,,,,,,,,,,0,40,40,30,,,,,293.4600997,,,,,,,,,293.4560341,293.4600997,293.4600997,293.4600997,293.9461142,293.9461142,293.9461142,293.9461142,293.9544953,298.9548899,left,0,5.4908386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Cold,Frigid,Hot,Frigid,Hot,similar,Frigid,41,41,0,left,0,4.9655503,None,,,,,,,,,,,,0,41,41,17,,,,,298.973622,,,,,,,,,298.9671095,298.973622,298.973622,298.973622,299.4534008,299.4534008,299.4534008,299.4534008,299.4700572,303.9457636,left,0,4.9655503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,42,42,0,right,0,8.9824188,None,,,,,,,,,,,,0,42,42,48,,,,,303.9653777,,,,,,,,,303.9596811,303.9653777,303.9653777,303.9653777,304.4456035,304.4456035,304.4456035,304.4456035,304.461721,312.9548108,right,0,8.9824188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Brave,Valiant,Cowardly,Valiant,Cowardly,similar,Valiant,43,43,0,left,0,5.8303222,None,,,,,,,,,,,,0,43,43,13,,,,,312.9719307,,,,,,,,,312.9681439,312.9719307,312.9719307,312.9719307,313.4533297,313.4533297,313.4533297,313.4533297,313.4698422,318.803341,left,0,5.8303222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Angry,Irate,Calm,Irate,Calm,opposite,Calm,44,44,0,right,0,4.2115036,None,,,,,,,,,,,,0,44,44,0,,,,,318.8225705,,,,,,,,,318.8162422,318.8225705,318.8225705,318.8225705,319.3015523,319.3015523,319.3015523,319.3015523,319.3183226,323.0370863,right,0,4.2115036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,45,45,0,right,0,4.8648003,None,,,,,,,,,,,,0,45,45,40,,,,,323.055753,,,,,,,,,323.0475489,323.055753,323.055753,323.055753,323.5356066,323.5356066,323.5356066,323.5356066,323.5528501,327.928383,right,0,4.8648003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Joy,Delight,Misery,Delight,Misery,similar,Delight,46,46,0,left,0,3.6538056,None,,,,,,,,,,,,0,46,46,45,,,,,327.9503652,,,,,,,,,327.9454855,327.9503652,327.9503652,327.9503652,328.4268773,328.4268773,328.4268773,328.4268773,328.4434093,331.6051425,left,0,3.6538056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Fresh,Novel,Rotten,Novel,Rotten,opposite,Rotten,47,47,0,right,0,5.9300811,None,,,,,,,,,,,,0,47,47,38,,,,,331.6230912,,,,,,,,,331.6175827,331.6230912,331.6230912,331.6230912,332.1052657,332.1052657,332.1052657,332.1052657,332.1208568,337.5612559,right,0,5.9300811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Light,Radiant,Dark,Radiant,Dark,opposite,Dark,48,48,0,right,0,5.2679906,None,,,,,,,,,,,,0,48,48,37,,,,,337.5767522,,,,,,,,,337.5717422,337.5767522,337.5767522,337.5767522,338.0598594,338.0598594,338.0598594,338.0598594,338.0678286,342.8519046,right,0,5.2679906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
Tall,Towering,Short,Towering,Short,similar,Towering,49,49,0,left,0,8.7965688,None,,,,,,,,,,,,0,49,49,42,,,,,342.8689281,,,,,,,,,342.8642473,342.8689281,342.8689281,342.8689281,343.3506253,343.3506253,343.3506253,343.3506253,343.3674872,351.6693745,left,0,8.7965688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6695645,351.6771712,351.6771712,352.6759387,356.8777774,space,5.1945068,None,,,,,,,,,,,,,,,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,0,0,0,,,,,Hope,Optimism,Despair,Optimism,Despair,similar,Optimism,left,0,9.3025318,None,,,,,0,0,0,46,356.909362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9056644,356.909362,357.8777395,357.8777395,357.8777395,357.8777395,357.8777395,357.8777395,357.9079616,367.1838939,left,0,9.3025318,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,1,1,0,,,,,Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,right,0,5.9014141,None,,,,,0,1,1,4,367.202655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1996881,367.202655,368.1824135,368.1824135,368.1824135,368.1824135,368.1824135,368.1824135,368.1982168,374.0879442,right,0,5.9014141,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,2,2,0,,,,,Short,Brief,Lengthy,Brief,Lengthy,similar,Brief,right,0,7.2178111,None,,,,,0,2,2,29,374.1025057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.100443,374.1025057,375.0879551,375.0879551,375.0879551,375.0879551,375.0879551,375.0879551,375.0939128,382.3092046,right,0,7.2178111,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,3,3,0,,,,,Old,Ancient,Modern,Ancient,Modern,similar,Ancient,left,0,4.0782258,None,,,,,0,3,3,6,382.3220306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.3196592,382.3220306,383.3074069,383.3074069,383.3074069,383.3074069,383.3074069,383.3074069,383.3139839,387.3894526,left,0,4.0782258,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,4,4,0,,,,,Hard,Arduous,Soft,Arduous,Soft,opposite,Soft,right,0,3.9369776,None,,,,,0,4,4,5,387.4059017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.4033919,387.4059017,388.3887996,388.3887996,388.3887996,388.3887996,388.3887996,388.3887996,388.3953148,392.3307014,right,0,3.9369776,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,5,5,0,,,,,Quiet,Tranquil,Loud,Tranquil,Loud,opposite,Loud,right,0,3.2562586,None,,,,,0,5,5,39,392.3446739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.3423602,392.3446739,393.3337658,393.3337658,393.3337658,393.3337658,393.3337658,393.3337658,393.3397769,396.5979947,right,0,3.2562586,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,6,6,0,,,,,Rich,Affluent,Poor,Affluent,Poor,opposite,Poor,right,0,2.4565733,None,,,,,0,6,6,24,396.6092986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.6074063,396.6092986,397.5996339,397.5996339,397.5996339,397.5996339,397.5996339,397.5996339,397.6056568,400.0585267,right,0,2.4565733,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,7,7,0,,,,,Fresh,Novel,Rotten,Novel,Rotten,opposite,Rotten,right,0,2.2350511,None,,,,,0,7,7,38,400.0700171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0670156,400.0700171,401.0572798,401.0572798,401.0572798,401.0572798,401.0572798,401.0572798,401.0650268,403.2956587,right,0,2.2350511,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,8,8,0,,,,,Smooth,Sleek,Rough,Sleek,Rough,opposite,Rough,right,0,1.5607897,None,,,,,0,8,8,41,403.3058126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.3035725,403.3058126,404.2955474,404.2955474,404.2955474,404.2955474,404.2955474,404.2955474,404.3013637,405.8573342,right,0,1.5607897,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,9,9,0,,,,,Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,right,0,5.0072966,None,,,,,0,9,9,18,405.8744485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8668141,405.8744485,406.8547772,406.8547772,406.8547772,406.8547772,406.8547772,406.8547772,406.8712972,411.8708917,right,0,5.0072966,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,10,10,0,,,,,Kind,Benevolent,Cruel,Benevolent,Cruel,similar,Benevolent,left,0,10.0589212,None,,,,,0,10,10,19,411.8845294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.8826769,411.8845294,412.8761635,412.8761635,412.8761635,412.8761635,412.8761635,412.8761635,412.8827434,422.9428821,left,0,10.0589212,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,11,11,0,,,,,Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,left,0,2.5547204,None,,,,,0,11,11,8,422.9541258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.9523556,422.9541258,423.9419222,423.9419222,423.9419222,423.9419222,423.9419222,423.9419222,423.9487989,426.5040151,left,0,2.5547204,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,12,12,0,,,,,Lonely,Isolated,Sociable,Isolated,Sociable,opposite,Sociable,right,0,2.6938002,None,,,,,0,12,12,10,426.5192066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.516996,426.5192066,427.5035044,427.5035044,427.5035044,427.5035044,427.5035044,427.5035044,427.5096234,430.205534,right,0,2.6938002,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,13,13,0,,,,,Dangerous,Hazardous,Safe,Hazardous,Safe,opposite,Safe,right,0,3.3449492,None,,,,,0,13,13,35,430.2189125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.2167852,430.2189125,431.2028896,431.2028896,431.2028896,431.2028896,431.2028896,431.2028896,431.2114584,434.5484455,right,0,3.3449492,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,14,14,0,,,,,Bright,Luminous,Dim,Luminous,Dim,opposite,Dim,right,0,2.6587429,None,,,,,0,14,14,1,434.5623866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.5598268,434.5623866,435.5459114,435.5459114,435.5459114,435.5459114,435.5459114,435.5459114,435.5535794,438.2073934,right,0,2.6587429,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,15,15,0,,,,,Light,Radiant,Dark,Radiant,Dark,opposite,Dark,right,0,1.1536193,None,,,,,0,15,15,37,438.2199921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.2172063,438.2199921,439.2051348,439.2051348,439.2051348,439.2051348,439.2051348,439.2051348,439.2135439,440.3618797,right,0,1.1536193,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,16,16,0,,,,,Honest,Sincere,Deceitful,Sincere,Deceitful,opposite,Deceitful,left,0,4.9086824,None,,,,,0,16,16,3,440.3741431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.3717307,440.3741431,441.3609059,441.3609059,441.3609059,441.3609059,441.3609059,441.3609059,441.3680563,446.2765362,left,0,4.9086824,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,17,17,0,,,,,Sharp,Acute,Blunt,Acute,Blunt,opposite,Blunt,left,0,10.6472584,None,,,,,0,17,17,26,446.2884456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.2862842,446.2884456,447.2739491,447.2739491,447.2739491,447.2739491,447.2739491,447.2739491,447.2822265,457.927908,left,0,10.6472584,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,18,18,0,,,,,Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,right,0,14.2388268,None,,,,,0,18,18,40,457.9433114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9400497,457.9433114,458.92118,458.92118,458.92118,458.92118,458.92118,458.92118,458.9368544,473.1637088,right,0,14.2388268,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,19,19,0,,,,,Clean,Immaculate,Dirty,Immaculate,Dirty,opposite,Dirty,right,0,8.3149086,None,,,,,0,19,19,21,473.1743608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.1721442,473.1743608,474.159882,474.159882,474.159882,474.159882,474.159882,474.159882,474.1679266,482.4796067,right,0,8.3149086,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,20,20,0,,,,,Heavy,Burdensome,Light,Burdensome,Light,opposite,Light,right,0,1.7285449,None,,,,,0,20,20,36,482.4936979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4915638,482.4936979,483.4802244,483.4802244,483.4802244,483.4802244,483.4802244,483.4802244,483.486124,485.2159209,right,0,1.7285449,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,21,21,0,,,,,Begin,Initiate,Conclude,Initiate,Conclude,similar,Initiate,left,0,3.2426677,None,,,,,0,21,21,15,485.2324238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.2301946,485.2324238,486.2142604,486.2142604,486.2142604,486.2142604,486.2142604,486.2142604,486.2301939,489.4579353,left,0,3.2426677,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,22,22,0,,,,,Safe,Secure,Perilous,Secure,Perilous,similar,Secure,left,0,2.1307689,None,,,,,0,22,22,34,489.4694764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.4672508,489.4694764,490.4559132,490.4559132,490.4559132,490.4559132,490.4559132,490.4559132,490.4641552,492.5944902,left,0,2.1307689,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,23,23,0,,,,,Joy,Delight,Misery,Delight,Misery,similar,Delight,left,0,2.3031421,None,,,,,0,23,23,45,492.6066847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.6045965,492.6066847,493.5938485,493.5938485,493.5938485,493.5938485,493.5938485,493.5938485,493.6005497,495.9051919,left,0,2.3031421,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,24,24,0,,,,,Bitter,Acrid,Sweet,Acrid,Sweet,similar,Acrid,left,0,4.4338027,None,,,,,0,24,24,30,495.9170156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.9148271,495.9170156,496.904461,496.904461,496.904461,496.904461,496.904461,496.904461,496.9109339,501.3451814,left,0,4.4338027,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,25,25,0,,,,,Shortage,Deficit,Surplus,Deficit,Surplus,similar,Deficit,left,0,3.4937613,None,,,,,0,25,25,43,501.3531758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.3512748,501.3531758,502.344958,502.344958,502.344958,502.344958,502.344958,502.344958,502.3516804,505.8458623,left,0,3.4937613,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,26,26,0,,,,,Deep,Profound,Shallow,Profound,Shallow,opposite,Shallow,right,0,9.9081236,None,,,,,0,26,26,22,505.8598787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.8578453,505.8598787,506.8431397,506.8431397,506.8431397,506.8431397,506.8431397,506.8431397,506.8520177,516.7599397,right,0,9.9081236,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,27,27,0,,,,,Tired,Weary,Energetic,Weary,Energetic,opposite,Energetic,right,0,2.2572706,None,,,,,0,27,27,16,516.7725624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7703343,516.7725624,517.7578233,517.7578233,517.7578233,517.7578233,517.7578233,517.7578233,517.7660429,520.0204632,right,0,2.2572706,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,28,28,0,,,,,Large,Massive,Tiny,Massive,Tiny,similar,Massive,right,0,2.4818976,None,,,,,0,28,28,11,520.0345482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0318407,520.0345482,521.0191197,521.0191197,521.0191197,521.0191197,521.0191197,521.0191197,521.0268379,523.5058477,right,0,2.4818976,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,29,29,0,,,,,Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,right,0,10.8964221,None,,,,,0,29,29,48,523.5208489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5183438,523.5208489,524.5043141,524.5043141,524.5043141,524.5043141,524.5043141,524.5043141,524.5124171,535.4102375,right,0,10.8964221,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,30,30,0,,,,,Smart,Astute,Foolish,Astute,Foolish,similar,Astute,left,0,4.9798295,None,,,,,0,30,30,12,535.4263431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.4242202,535.4263431,536.4087538,536.4087538,536.4087538,536.4087538,536.4087538,536.4087538,536.4162892,541.3907268,left,0,4.9798295,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,31,31,0,,,,,Angry,Irate,Calm,Irate,Calm,opposite,Calm,right,0,8.2125489,None,,,,,0,31,31,0,541.4057389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.4021534,541.4057389,542.3916032,542.3916032,542.3916032,542.3916032,542.3916032,542.3916032,542.3982527,550.6078036,right,0,8.2125489,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,32,32,0,,,,,Trust,Believe,Distrust,Believe,Distrust,similar,Believe,left,0,7.5655516,None,,,,,0,32,32,47,550.6261046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.6238264,550.6261046,551.6081241,551.6081241,551.6081241,551.6081241,551.6081241,551.6081241,551.6226506,559.1773199,left,0,7.5655516,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,33,33,0,,,,,Silent,Muted,Noisy,Muted,Noisy,similar,Muted,left,0,3.3383765,None,,,,,0,33,33,14,559.1928594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.1905447,559.1928594,560.1735314,560.1735314,560.1735314,560.1735314,560.1735314,560.1735314,560.1901941,563.5185055,left,0,3.3383765,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,34,34,0,,,,,Wide,Expansive,Narrow,Expansive,Narrow,similar,Expansive,left,0,8.2274175,None,,,,,0,34,34,27,563.5305637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5283896,563.5305637,564.5186685,564.5186685,564.5186685,564.5186685,564.5186685,564.5186685,564.5244623,572.7524554,left,0,8.2274175,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,35,35,0,,,,,Slow,Leisurely,Rapid,Leisurely,Rapid,similar,Leisurely,right,0,4.4545843,None,,,,,0,35,35,23,572.7645412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.7623528,572.7645412,573.7495348,573.7495348,573.7495348,573.7495348,573.7495348,573.7495348,573.7578055,578.2087886,right,0,4.4545843,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,36,36,0,,,,,Happy,Elated,Miserable,Elated,Miserable,similar,Elated,left,0,9.2088016,None,,,,,0,36,36,9,578.22118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.2189767,578.22118,579.2074271,579.2074271,579.2074271,579.2074271,579.2074271,579.2074271,579.2152107,588.4244767,left,0,9.2088016,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,37,37,0,,,,,Soft,Supple,Hard,Supple,Hard,opposite,Hard,right,0,2.244193,None,,,,,0,37,37,25,588.4389822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.4369011,588.4389822,589.422309,589.422309,589.422309,589.422309,589.422309,589.422309,589.4305352,591.6683146,right,0,2.244193,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,38,38,0,,,,,Easy,Effortless,Arduous,Effortless,Arduous,similar,Effortless,left,0,5.3881835,None,,,,,0,38,38,2,591.6864255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.6835991,591.6864255,592.6684861,592.6684861,592.6684861,592.6684861,592.6684861,592.6684861,592.6827434,598.0653115,left,0,5.3881835,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,39,39,0,,,,,Close,Near,Distant,Near,Distant,opposite,Distant,right,0,4.478117,None,,,,,0,39,39,28,598.0788848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0768453,598.0788848,599.0648675,599.0648675,599.0648675,599.0648675,599.0648675,599.0648675,599.0712834,603.5495827,right,0,4.478117,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,40,40,0,,,,,Weak,Feeble,Strong,Feeble,Strong,opposite,Strong,right,0,1.9391211,None,,,,,0,40,40,20,603.5620223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.5594187,603.5620223,604.5456872,604.5456872,604.5456872,604.5456872,604.5456872,604.5456872,604.5532335,606.492282,right,0,1.9391211,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
,,,,,,,41,41,0,,,,,Beautiful,Elegant,Hideous,Elegant,Hideous,opposite,Hideous,right,0,4.4416565,None,,,,,0,41,41,7,606.5038942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.5020269,606.5038942,607.4896684,607.4896684,607.4896684,607.4896684,607.4896684,607.4896684,607.498429,611.9335369,right,0,4.4416565,None,,,,,p3,1,2025-11-24_16h44.27.564,Solo Project,,2025.1.1,120.1648662,2025-11-24 16h44.38.744596 +0530
