Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
Rich,Affluent,Poor,Affluent,Poor,opposite,Poor,39,39,0,right,0,1.9106088,None,,,,,,,,,,,,0,39,39,24,,,,,216.9134233,,,,,,,,,216.9064244,216.9134233,216.9134233,216.9134233,217.3856858,217.3856858,217.3856858,217.3856858,217.4101398,218.8332519,right,0,1.9106088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Bright,Luminous,Dim,Luminous,Dim,opposite,Dim,40,40,0,right,0,1.969313,None,,,,,,,,,,,,0,40,40,1,,,,,218.8523505,,,,,,,,,218.8464406,218.8523505,218.8523505,218.8523505,219.334806,219.334806,219.334806,219.334806,219.3413757,220.8297067,right,0,1.969313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Proud,Conceited,Humble,Conceited,Humble,similar,Conceited,41,41,0,right,0,6.9543208,None,,,,,,,,,,,,0,41,41,32,,,,,220.8521443,,,,,,,,,220.8458153,220.8521443,220.8521443,220.8521443,221.3315886,221.3315886,221.3315886,221.3315886,221.3449139,227.8102654,right,0,6.9543208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Brave,Valiant,Cowardly,Valiant,Cowardly,similar,Valiant,42,42,0,left,0,5.8980694,None,,,,,,,,,,,,0,42,42,13,,,,,227.8367839,,,,,,,,,227.8293694,227.8367839,227.8367839,227.8367839,228.312753,228.312753,228.312753,228.312753,228.3264501,233.7401578,left,0,5.8980694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Old,Ancient,Modern,Ancient,Modern,similar,Ancient,43,43,0,left,0,4.3589291,None,,,,,,,,,,,,0,43,43,6,,,,,233.7568268,,,,,,,,,233.7516314,233.7568268,233.7568268,233.7568268,234.2409488,234.2409488,234.2409488,234.2409488,234.2471357,238.1244694,left,0,4.3589291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,44,44,0,left,0,6.2798183,None,,,,,,,,,,,,0,44,44,18,,,,,238.1403575,,,,,,,,,238.136475,238.1403575,238.1403575,238.1403575,238.6262971,238.6262971,238.6262971,238.6262971,238.6327904,244.4212153,left,0,6.2798183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Trust,Believe,Distrust,Believe,Distrust,similar,Believe,45,45,0,left,0,3.0938999,None,,,,,,,,,,,,0,45,45,47,,,,,244.4420981,,,,,,,,,244.4369319,244.4420981,244.4420981,244.4420981,244.9247796,244.9247796,244.9247796,244.9247796,244.9311762,247.5405803,left,0,3.0938999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Close,Near,Distant,Near,Distant,opposite,Distant,46,46,0,right,0,5.4280762,None,,,,,,,,,,,,0,46,46,28,,,,,247.5605329,,,,,,,,,247.5557179,247.5605329,247.5605329,247.5605329,248.0358838,248.0358838,248.0358838,248.0358838,248.0561894,252.9903402,right,0,5.4280762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Hope,Optimism,Despair,Optimism,Despair,similar,Optimism,47,47,0,left,0,9.2363376,None,,,,,,,,,,,,0,47,47,46,,,,,253.011342,,,,,,,,,253.0069008,253.011342,253.011342,253.011342,253.4967385,253.4967385,253.4967385,253.4967385,253.5032051,262.2561454,left,0,9.2363376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Slow,Leisurely,Rapid,Leisurely,Rapid,similar,Leisurely,48,48,0,left,0,4.9668831,None,,,,,,,,,,,,0,48,48,23,,,,,262.2704771,,,,,,,,,262.2666938,262.2704771,262.2704771,262.2704771,262.7480877,262.7480877,262.7480877,262.7480877,262.7634193,267.2391023,left,0,4.9668831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,49,49,0,left,0,2.9041043,None,,,,,,,,,,,,0,49,49,8,,,,,267.2535329,,,,,,,,,267.2478282,267.2535329,267.2535329,267.2535329,267.7426535,267.7426535,267.7426535,267.7426535,267.749096,270.1590279,left,0,2.9041043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1592516,270.1665879,270.1665879,271.1653372,280.1994115,space,10.0311027,None,,,,,,,,,,,,,,,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,0,0,0,,,,,Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,right,0,4.2598241,None,,,,,0,0,0,18,280.2277555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.2231564,280.2277555,281.2036705,281.2036705,281.2036705,281.2036705,281.2036705,281.2036705,281.2223299,285.4650166,right,0,4.2598241,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,1,1,0,,,,,Shortage,Deficit,Surplus,Deficit,Surplus,similar,Deficit,right,0,3.0408029,None,,,,,0,1,1,43,285.4813833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4790338,285.4813833,286.4721821,286.4721821,286.4721821,286.4721821,286.4721821,286.4721821,286.4786402,289.5162092,right,0,3.0408029,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,2,2,0,,,,,Honest,Sincere,Deceitful,Sincere,Deceitful,opposite,Deceitful,right,0,3.4444841,None,,,,,0,2,2,3,289.532637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.529565,289.532637,290.5187069,290.5187069,290.5187069,290.5187069,290.5187069,290.5187069,290.5257973,293.9683355,right,0,3.4444841,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,3,3,0,,,,,Begin,Initiate,Conclude,Initiate,Conclude,similar,Initiate,left,0,4.8702289,None,,,,,0,3,3,15,293.985085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.9820663,293.985085,294.9731084,294.9731084,294.9731084,294.9731084,294.9731084,294.9731084,294.9794874,299.8476765,left,0,4.8702289,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,4,4,0,,,,,Beautiful,Elegant,Hideous,Elegant,Hideous,opposite,Hideous,right,0,5.0442161,None,,,,,0,4,4,7,299.8630687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.8609477,299.8630687,300.851259,300.851259,300.851259,300.851259,300.851259,300.851259,300.8581897,305.903959,right,0,5.0442161,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,5,5,0,,,,,Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,right,0,2.4531078,None,,,,,0,5,5,48,305.9186798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.9157299,305.9186798,306.9087024,306.9087024,306.9087024,306.9087024,306.9087024,306.9087024,306.9158598,309.364103,right,0,2.4531078,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,6,6,0,,,,,Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,right,0,2.1271975,None,,,,,0,6,6,40,309.3796567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.376266,309.3796567,310.3680138,310.3680138,310.3680138,310.3680138,310.3680138,310.3680138,310.3747454,312.5022113,right,0,2.1271975,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,7,7,0,,,,,Fresh,Novel,Rotten,Novel,Rotten,opposite,Rotten,right,0,1.4186893,None,,,,,0,7,7,38,312.5171617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.514242,312.5171617,313.5044878,313.5044878,313.5044878,313.5044878,313.5044878,313.5044878,313.511152,314.9291975,right,0,1.4186893,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,8,8,0,,,,,Smart,Astute,Foolish,Astute,Foolish,similar,Astute,left,0,3.5485653,None,,,,,0,8,8,12,314.9444355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.942358,314.9444355,315.9363917,315.9363917,315.9363917,315.9363917,315.9363917,315.9363917,315.9443011,319.4874354,left,0,3.5485653,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,9,9,0,,,,,Fear,Dread,Courage,Dread,Courage,similar,Dread,left,0,1.905576,None,,,,,0,9,9,44,319.499394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.49692,319.499394,320.491997,320.491997,320.491997,320.491997,320.491997,320.491997,320.4999869,322.3995361,left,0,1.905576,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,10,10,0,,,,,Hope,Optimism,Despair,Optimism,Despair,similar,Optimism,left,0,4.9140966,None,,,,,0,10,10,46,322.4131867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.410006,322.4131867,323.403126,323.403126,323.403126,323.403126,323.403126,323.403126,323.4108056,328.3219923,left,0,4.9140966,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,11,11,0,,,,,Smooth,Sleek,Rough,Sleek,Rough,opposite,Rough,right,0,4.2646316,None,,,,,0,11,11,41,328.3394111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.3368283,328.3394111,329.3267859,329.3267859,329.3267859,329.3267859,329.3267859,329.3267859,329.3331588,333.5969038,right,0,4.2646316,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,12,12,0,,,,,Cold,Frigid,Hot,Frigid,Hot,similar,Frigid,left,0,5.0689632,None,,,,,0,12,12,17,333.6155629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.6132057,333.6155629,334.606501,334.606501,334.606501,334.606501,334.606501,334.606501,334.6146507,339.6771466,left,0,5.0689632,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,13,13,0,,,,,Deep,Profound,Shallow,Profound,Shallow,opposite,Shallow,right,0,6.0995073,None,,,,,0,13,13,22,339.6908859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.6884156,339.6908859,340.6823453,340.6823453,340.6823453,340.6823453,340.6823453,340.6823453,340.6893565,346.7894222,right,0,6.0995073,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,14,14,0,,,,,Silent,Muted,Noisy,Muted,Noisy,similar,Muted,left,0,2.2106346,None,,,,,0,14,14,14,346.8029081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.8008006,346.8029081,347.7952536,347.7952536,347.7952536,347.7952536,347.7952536,347.7952536,347.8042212,350.0081668,left,0,2.2106346,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,15,15,0,,,,,Hard,Arduous,Soft,Arduous,Soft,opposite,Soft,right,0,3.3630046,None,,,,,0,15,15,5,350.0216525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.018677,350.0216525,351.013285,351.013285,351.013285,351.013285,351.013285,351.013285,351.0199225,354.3845844,right,0,3.3630046,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,16,16,0,,,,,Safe,Secure,Perilous,Secure,Perilous,similar,Secure,left,0,5.4892809,None,,,,,0,16,16,34,354.402613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3996563,354.402613,355.3934951,355.3934951,355.3934951,355.3934951,355.3934951,355.3934951,355.3999135,360.8901801,left,0,5.4892809,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,17,17,0,,,,,Easy,Effortless,Arduous,Effortless,Arduous,similar,Effortless,left,0,4.9383655,None,,,,,0,17,17,2,360.9074289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.9049807,360.9074289,361.8918943,361.8918943,361.8918943,361.8918943,361.8918943,361.8918943,361.8983767,366.8377453,left,0,4.9383655,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,18,18,0,,,,,Short,Brief,Lengthy,Brief,Lengthy,similar,Brief,left,0,4.3741173,None,,,,,0,18,18,29,366.8520921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8494286,366.8520921,367.8381975,367.8381975,367.8381975,367.8381975,367.8381975,367.8381975,367.8457821,372.2191614,left,0,4.3741173,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,19,19,0,,,,,Bitter,Acrid,Sweet,Acrid,Sweet,similar,Acrid,left,0,2.4810264,None,,,,,0,19,19,30,372.2329729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.2299627,372.2329729,373.2133679,373.2133679,373.2133679,373.2133679,373.2133679,373.2133679,373.2250111,375.6964063,left,0,2.4810264,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,20,20,0,,,,,Rich,Affluent,Poor,Affluent,Poor,opposite,Poor,right,0,1.1177662,None,,,,,0,20,20,24,375.7124894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.7093249,375.7124894,376.7010427,376.7010427,376.7010427,376.7010427,376.7010427,376.7010427,376.7081076,377.8262666,right,0,1.1177662,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,21,21,0,,,,,Joy,Delight,Misery,Delight,Misery,similar,Delight,left,0,3.763715,None,,,,,0,21,21,45,377.8403545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.8383868,377.8403545,378.8304747,378.8304747,378.8304747,378.8304747,378.8304747,378.8304747,378.8376379,382.6008608,left,0,3.763715,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,22,22,0,,,,,Sweet,Sugary,Bitter,Sugary,Bitter,opposite,Bitter,right,0,5.5077953,None,,,,,0,22,22,31,382.6165141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.6143784,382.6165141,383.6045421,383.6045421,383.6045421,383.6045421,383.6045421,383.6045421,383.6120389,389.1163063,right,0,5.5077953,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,23,23,0,,,,,Polite,Courteous,Rude,Courteous,Rude,similar,Courteous,left,0,2.9178959,None,,,,,0,23,23,33,389.1333045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.1309767,389.1333045,390.1204544,390.1204544,390.1204544,390.1204544,390.1204544,390.1204544,390.129776,393.0403818,left,0,2.9178959,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,24,24,0,,,,,Clean,Immaculate,Dirty,Immaculate,Dirty,opposite,Dirty,right,0,2.5658277,None,,,,,0,24,24,21,393.0562241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0534425,393.0562241,394.0464136,394.0464136,394.0464136,394.0464136,394.0464136,394.0464136,394.0543026,396.6175601,right,0,2.5658277,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,25,25,0,,,,,Bright,Luminous,Dim,Luminous,Dim,opposite,Dim,right,0,1.50392,None,,,,,0,25,25,1,396.6313783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.6291745,396.6313783,397.6223829,397.6223829,397.6223829,397.6223829,397.6223829,397.6223829,397.6297283,399.1306201,right,0,1.50392,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,26,26,0,,,,,Light,Radiant,Dark,Radiant,Dark,opposite,Dark,right,0,1.1885216,None,,,,,0,26,26,37,399.1458006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.1410638,399.1458006,400.1338882,400.1338882,400.1338882,400.1338882,400.1338882,400.1338882,400.1401491,401.3266884,right,0,1.1885216,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,27,27,0,,,,,Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,right,0,4.2767757,None,,,,,0,27,27,4,401.3391291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.3365398,401.3391291,402.3291482,402.3291482,402.3291482,402.3291482,402.3291482,402.3291482,402.3353917,406.6076452,right,0,4.2767757,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,28,28,0,,,,,Soft,Supple,Hard,Supple,Hard,opposite,Hard,right,0,1.896981,None,,,,,0,28,28,25,406.6188233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.6164053,406.6188233,407.6128882,407.6128882,407.6128882,407.6128882,407.6128882,407.6128882,407.6195523,409.5114111,right,0,1.896981,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,29,29,0,,,,,Brave,Valiant,Cowardly,Valiant,Cowardly,similar,Valiant,left,0,3.0207432,None,,,,,0,29,29,13,409.5245041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.5223222,409.5245041,410.5115123,410.5115123,410.5115123,410.5115123,410.5115123,410.5115123,410.5172727,413.5385136,left,0,3.0207432,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,30,30,0,,,,,Quiet,Tranquil,Loud,Tranquil,Loud,opposite,Loud,right,0,3.1606064,None,,,,,0,30,30,39,413.555189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.5530156,413.555189,414.5420201,414.5420201,414.5420201,414.5420201,414.5420201,414.5420201,414.5489666,417.7051971,right,0,3.1606064,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,31,31,0,,,,,Lonely,Isolated,Sociable,Isolated,Sociable,opposite,Sociable,right,0,3.9107379,None,,,,,0,31,31,10,417.7207087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.7162488,417.7207087,418.7076178,418.7076178,418.7076178,418.7076178,418.7076178,418.7076178,418.714449,422.6217619,right,0,3.9107379,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,32,32,0,,,,,Kind,Benevolent,Cruel,Benevolent,Cruel,similar,Benevolent,left,0,6.8421152,None,,,,,0,32,32,19,422.6433313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.6364288,422.6433313,423.6285915,423.6285915,423.6285915,423.6285915,423.6285915,423.6285915,423.6356606,430.4746505,left,0,6.8421152,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,33,33,0,,,,,Wide,Expansive,Narrow,Expansive,Narrow,similar,Expansive,left,0,4.9810444,None,,,,,0,33,33,27,430.4897219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.4873683,430.4897219,431.4755604,431.4755604,431.4755604,431.4755604,431.4755604,431.4755604,431.4805413,436.4637218,left,0,4.9810444,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,34,34,0,,,,,Angry,Irate,Calm,Irate,Calm,opposite,Calm,right,0,1.9851741,None,,,,,0,34,34,0,436.4796835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.476792,436.4796835,437.4637437,437.4637437,437.4637437,437.4637437,437.4637437,437.4637437,437.4701057,439.4500792,right,0,1.9851741,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,35,35,0,,,,,Slow,Leisurely,Rapid,Leisurely,Rapid,similar,Leisurely,left,0,3.8976647,None,,,,,0,35,35,23,439.4697026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4649053,439.4697026,440.4549782,440.4549782,440.4549782,440.4549782,440.4549782,440.4549782,440.4621729,444.3591028,left,0,3.8976647,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,36,36,0,,,,,Happy,Elated,Miserable,Elated,Miserable,similar,Elated,left,0,2.1876153,None,,,,,0,36,36,9,444.3737939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.371347,444.3737939,445.3613373,445.3613373,445.3613373,445.3613373,445.3613373,445.3613373,445.3687832,447.55409,left,0,2.1876153,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,37,37,0,,,,,Proud,Conceited,Humble,Conceited,Humble,similar,Conceited,left,0,3.6635174,None,,,,,0,37,37,32,447.5695222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.5670745,447.5695222,448.5554037,448.5554037,448.5554037,448.5554037,448.5554037,448.5554037,448.5628864,452.2291902,left,0,3.6635174,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,38,38,0,,,,,Tall,Towering,Short,Towering,Short,similar,Towering,right,0,1.8471982,None,,,,,0,38,38,42,452.2416395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.239519,452.2416395,453.2296937,453.2296937,453.2296937,453.2296937,453.2296937,453.2296937,453.2381965,455.0809708,right,0,1.8471982,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,39,39,0,,,,,Trust,Believe,Distrust,Believe,Distrust,similar,Believe,left,0,2.1783047,None,,,,,0,39,39,47,455.0950485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0898876,455.0950485,456.0803006,456.0803006,456.0803006,456.0803006,456.0803006,456.0803006,456.0864266,458.2662691,left,0,2.1783047,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,40,40,0,,,,,Weak,Feeble,Strong,Feeble,Strong,opposite,Strong,right,0,2.1554005,None,,,,,0,40,40,20,458.2786697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.276427,458.2786697,459.2676871,459.2676871,459.2676871,459.2676871,459.2676871,459.2676871,459.2734423,461.427375,right,0,2.1554005,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,41,41,0,,,,,Curious,Inquisitive,Indifferent,Inquisitive,Indifferent,similar,Inquisitive,left,0,8.2024686,None,,,,,0,41,41,49,461.4473012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4440807,461.4473012,462.4354763,462.4354763,462.4354763,462.4354763,462.4354763,462.4354763,462.4425824,470.645855,left,0,8.2024686,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
,,,,,,,42,42,0,,,,,Funny,Humorous,Solemn,Humorous,Solemn,similar,Humorous,left,0,2.2941788,None,,,,,0,42,42,8,470.6620857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6593688,470.6620857,471.6460428,471.6460428,471.6460428,471.6460428,471.6460428,471.6460428,471.6539883,473.9470643,left,0,2.2941788,None,,,,,P1,1,2025-11-24_20h03.50.508,Solo Project,,2025.1.1,120.3218851,2025-11-24 20h04.03.766474 +0530
